file,concept1,concept2,value
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-397-1,paragraph2sentence.test-Scientific-397-2,1.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-398-1,paragraph2sentence.test-Scientific-398-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-399-1,paragraph2sentence.test-Scientific-399-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-400-1,paragraph2sentence.test-Scientific-400-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-401-1,paragraph2sentence.test-Scientific-401-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-402-1,paragraph2sentence.test-Scientific-402-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-403-1,paragraph2sentence.test-Scientific-403-2,3.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-404-1,paragraph2sentence.test-Scientific-404-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-405-1,paragraph2sentence.test-Scientific-405-2,0.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-406-1,paragraph2sentence.test-Scientific-406-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-407-1,paragraph2sentence.test-Scientific-407-2,3.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-408-1,paragraph2sentence.test-Scientific-408-2,3.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-409-1,paragraph2sentence.test-Scientific-409-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-410-1,paragraph2sentence.test-Scientific-410-2,4.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-411-1,paragraph2sentence.test-Scientific-411-2,3.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-412-1,paragraph2sentence.test-Scientific-412-2,3.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-413-1,paragraph2sentence.test-Scientific-413-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-414-1,paragraph2sentence.test-Scientific-414-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-415-1,paragraph2sentence.test-Scientific-415-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-416-1,paragraph2sentence.test-Scientific-416-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-417-1,paragraph2sentence.test-Scientific-417-2,3.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-418-1,paragraph2sentence.test-Scientific-418-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-419-1,paragraph2sentence.test-Scientific-419-2,1.13
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-420-1,paragraph2sentence.test-Scientific-420-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-421-1,paragraph2sentence.test-Scientific-421-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-422-1,paragraph2sentence.test-Scientific-422-2,2.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-423-1,paragraph2sentence.test-Scientific-423-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-424-1,paragraph2sentence.test-Scientific-424-2,1.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-425-1,paragraph2sentence.test-Scientific-425-2,2.38
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-426-1,paragraph2sentence.test-Scientific-426-2,2.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-427-1,paragraph2sentence.test-Scientific-427-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-428-1,paragraph2sentence.test-Scientific-428-2,2.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-429-1,paragraph2sentence.test-Scientific-429-2,0.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-430-1,paragraph2sentence.test-Scientific-430-2,0.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-431-1,paragraph2sentence.test-Scientific-431-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-432-1,paragraph2sentence.test-Scientific-432-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-433-1,paragraph2sentence.test-Scientific-433-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-434-1,paragraph2sentence.test-Scientific-434-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-435-1,paragraph2sentence.test-Scientific-435-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-436-1,paragraph2sentence.test-Scientific-436-2,0.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-437-1,paragraph2sentence.test-Scientific-437-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-438-1,paragraph2sentence.test-Scientific-438-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-439-1,paragraph2sentence.test-Scientific-439-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-440-1,paragraph2sentence.test-Scientific-440-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-441-1,paragraph2sentence.test-Scientific-441-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-442-1,paragraph2sentence.test-Scientific-442-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-443-1,paragraph2sentence.test-Scientific-443-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-444-1,paragraph2sentence.test-Scientific-444-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-445-1,paragraph2sentence.test-Scientific-445-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-446-1,paragraph2sentence.test-Scientific-446-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-447-1,paragraph2sentence.test-Scientific-447-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-448-1,paragraph2sentence.test-Scientific-448-2,2.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-449-1,paragraph2sentence.test-Scientific-449-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-450-1,paragraph2sentence.test-Scientific-450-2,2.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-451-1,paragraph2sentence.test-Scientific-451-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-452-1,paragraph2sentence.test-Scientific-452-2,3.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-453-1,paragraph2sentence.test-Scientific-453-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-454-1,paragraph2sentence.test-Scientific-454-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-455-1,paragraph2sentence.test-Scientific-455-2,2.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-456-1,paragraph2sentence.test-Scientific-456-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-457-1,paragraph2sentence.test-Scientific-457-2,3.13
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-458-1,paragraph2sentence.test-Scientific-458-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-459-1,paragraph2sentence.test-Scientific-459-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-460-1,paragraph2sentence.test-Scientific-460-2,2.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-461-1,paragraph2sentence.test-Scientific-461-2,1.13
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-462-1,paragraph2sentence.test-Scientific-462-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-463-1,paragraph2sentence.test-Scientific-463-2,3.13
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-464-1,paragraph2sentence.test-Scientific-464-2,4.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-465-1,paragraph2sentence.test-Scientific-465-2,1.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-466-1,paragraph2sentence.test-Scientific-466-2,0.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-467-1,paragraph2sentence.test-Scientific-467-2,3.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-468-1,paragraph2sentence.test-Scientific-468-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-469-1,paragraph2sentence.test-Scientific-469-2,3.38
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-470-1,paragraph2sentence.test-Scientific-470-2,1.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-471-1,paragraph2sentence.test-Scientific-471-2,2.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-472-1,paragraph2sentence.test-Scientific-472-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-473-1,paragraph2sentence.test-Scientific-473-2,2.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-474-1,paragraph2sentence.test-Scientific-474-2,4.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-475-1,paragraph2sentence.test-Scientific-475-2,2.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-476-1,paragraph2sentence.test-Scientific-476-2,0.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-477-1,paragraph2sentence.test-Scientific-477-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-478-1,paragraph2sentence.test-Scientific-478-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-479-1,paragraph2sentence.test-Scientific-479-2,3.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-480-1,paragraph2sentence.test-Scientific-480-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-481-1,paragraph2sentence.test-Scientific-481-2,2.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-482-1,paragraph2sentence.test-Scientific-482-2,3.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-483-1,paragraph2sentence.test-Scientific-483-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-484-1,paragraph2sentence.test-Scientific-484-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-485-1,paragraph2sentence.test-Scientific-485-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-486-1,paragraph2sentence.test-Scientific-486-2,3.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-487-1,paragraph2sentence.test-Scientific-487-2,2.63
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-488-1,paragraph2sentence.test-Scientific-488-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-489-1,paragraph2sentence.test-Scientific-489-2,3.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-490-1,paragraph2sentence.test-Scientific-490-2,2.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-491-1,paragraph2sentence.test-Scientific-491-2,2.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-492-1,paragraph2sentence.test-Scientific-492-2,2.88
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-493-1,paragraph2sentence.test-Scientific-493-2,0.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-494-1,paragraph2sentence.test-Scientific-494-2,2.50
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-495-1,paragraph2sentence.test-Scientific-495-2,0.25
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-496-1,paragraph2sentence.test-Scientific-496-2,4.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-497-1,paragraph2sentence.test-Scientific-497-2,2.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-498-1,paragraph2sentence.test-Scientific-498-2,2.75
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-499-1,paragraph2sentence.test-Scientific-499-2,1.00
data/test/paragraph2sentence.test.input.tsv,paragraph2sentence.test-Scientific-500-1,paragraph2sentence.test-Scientific-500-2,2.88
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-1-1,sentence2phrase.test-Scientific-1-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-2-1,sentence2phrase.test-Scientific-2-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-3-1,sentence2phrase.test-Scientific-3-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-4-1,sentence2phrase.test-Scientific-4-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-5-1,sentence2phrase.test-Scientific-5-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-6-1,sentence2phrase.test-Scientific-6-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-7-1,sentence2phrase.test-Scientific-7-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-8-1,sentence2phrase.test-Scientific-8-2,1.17
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-9-1,sentence2phrase.test-Scientific-9-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-10-1,sentence2phrase.test-Scientific-10-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-11-1,sentence2phrase.test-Scientific-11-2,3.92
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-12-1,sentence2phrase.test-Scientific-12-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-13-1,sentence2phrase.test-Scientific-13-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-14-1,sentence2phrase.test-Scientific-14-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-15-1,sentence2phrase.test-Scientific-15-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-16-1,sentence2phrase.test-Scientific-16-2,2.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-17-1,sentence2phrase.test-Scientific-17-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-18-1,sentence2phrase.test-Scientific-18-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-19-1,sentence2phrase.test-Scientific-19-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-20-1,sentence2phrase.test-Scientific-20-2,1.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-21-1,sentence2phrase.test-Scientific-21-2,2.88
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-22-1,sentence2phrase.test-Scientific-22-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-23-1,sentence2phrase.test-Scientific-23-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-24-1,sentence2phrase.test-Scientific-24-2,3.67
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-25-1,sentence2phrase.test-Scientific-25-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-26-1,sentence2phrase.test-Scientific-26-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-27-1,sentence2phrase.test-Scientific-27-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-28-1,sentence2phrase.test-Scientific-28-2,2.38
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-29-1,sentence2phrase.test-Scientific-29-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-30-1,sentence2phrase.test-Scientific-30-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-31-1,sentence2phrase.test-Scientific-31-2,1.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-32-1,sentence2phrase.test-Scientific-32-2,3.13
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-33-1,sentence2phrase.test-Scientific-33-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-34-1,sentence2phrase.test-Scientific-34-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-35-1,sentence2phrase.test-Scientific-35-2,3.83
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-36-1,sentence2phrase.test-Scientific-36-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-37-1,sentence2phrase.test-Scientific-37-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-38-1,sentence2phrase.test-Scientific-38-2,0.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-39-1,sentence2phrase.test-Scientific-39-2,1.83
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-40-1,sentence2phrase.test-Scientific-40-2,1.83
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-41-1,sentence2phrase.test-Scientific-41-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-42-1,sentence2phrase.test-Scientific-42-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-43-1,sentence2phrase.test-Scientific-43-2,2.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-44-1,sentence2phrase.test-Scientific-44-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-45-1,sentence2phrase.test-Scientific-45-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-46-1,sentence2phrase.test-Scientific-46-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-47-1,sentence2phrase.test-Scientific-47-2,3.13
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-48-1,sentence2phrase.test-Scientific-48-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-49-1,sentence2phrase.test-Scientific-49-2,0.08
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-50-1,sentence2phrase.test-Scientific-50-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-51-1,sentence2phrase.test-Scientific-51-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-52-1,sentence2phrase.test-Scientific-52-2,2.38
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-53-1,sentence2phrase.test-Scientific-53-2,0.13
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-54-1,sentence2phrase.test-Scientific-54-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-55-1,sentence2phrase.test-Scientific-55-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-56-1,sentence2phrase.test-Scientific-56-2,1.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-57-1,sentence2phrase.test-Scientific-57-2,3.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-58-1,sentence2phrase.test-Scientific-58-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-59-1,sentence2phrase.test-Scientific-59-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-60-1,sentence2phrase.test-Scientific-60-2,2.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-61-1,sentence2phrase.test-Scientific-61-2,1.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-62-1,sentence2phrase.test-Scientific-62-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-63-1,sentence2phrase.test-Scientific-63-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-64-1,sentence2phrase.test-Scientific-64-2,1.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-65-1,sentence2phrase.test-Scientific-65-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-66-1,sentence2phrase.test-Scientific-66-2,2.63
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-67-1,sentence2phrase.test-Scientific-67-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-68-1,sentence2phrase.test-Scientific-68-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-69-1,sentence2phrase.test-Scientific-69-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-70-1,sentence2phrase.test-Scientific-70-2,3.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-71-1,sentence2phrase.test-Scientific-71-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-72-1,sentence2phrase.test-Scientific-72-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-73-1,sentence2phrase.test-Scientific-73-2,2.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-Scientific-74-1,sentence2phrase.test-Scientific-74-2,2.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-75-1,sentence2phrase.test-CQA-75-2,0.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-76-1,sentence2phrase.test-CQA-76-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-77-1,sentence2phrase.test-CQA-77-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-78-1,sentence2phrase.test-CQA-78-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-79-1,sentence2phrase.test-CQA-79-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-80-1,sentence2phrase.test-CQA-80-2,2.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-81-1,sentence2phrase.test-CQA-81-2,1.17
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-82-1,sentence2phrase.test-CQA-82-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-83-1,sentence2phrase.test-CQA-83-2,1.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-84-1,sentence2phrase.test-CQA-84-2,3.13
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-85-1,sentence2phrase.test-CQA-85-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-86-1,sentence2phrase.test-CQA-86-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-87-1,sentence2phrase.test-CQA-87-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-88-1,sentence2phrase.test-CQA-88-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-89-1,sentence2phrase.test-CQA-89-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-90-1,sentence2phrase.test-CQA-90-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-91-1,sentence2phrase.test-CQA-91-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-92-1,sentence2phrase.test-CQA-92-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-93-1,sentence2phrase.test-CQA-93-2,0.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-94-1,sentence2phrase.test-CQA-94-2,3.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-95-1,sentence2phrase.test-CQA-95-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-96-1,sentence2phrase.test-CQA-96-2,4.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-97-1,sentence2phrase.test-CQA-97-2,3.58
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-98-1,sentence2phrase.test-CQA-98-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-99-1,sentence2phrase.test-CQA-99-2,0.83
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-100-1,sentence2phrase.test-CQA-100-2,2.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-101-1,sentence2phrase.test-CQA-101-2,2.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-102-1,sentence2phrase.test-CQA-102-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-103-1,sentence2phrase.test-CQA-103-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-104-1,sentence2phrase.test-CQA-104-2,3.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-105-1,sentence2phrase.test-CQA-105-2,3.58
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-106-1,sentence2phrase.test-CQA-106-2,1.75
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-107-1,sentence2phrase.test-CQA-107-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-108-1,sentence2phrase.test-CQA-108-2,3.58
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-109-1,sentence2phrase.test-CQA-109-2,3.25
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-110-1,sentence2phrase.test-CQA-110-2,2.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-111-1,sentence2phrase.test-CQA-111-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-112-1,sentence2phrase.test-CQA-112-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-113-1,sentence2phrase.test-CQA-113-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-114-1,sentence2phrase.test-CQA-114-2,2.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-115-1,sentence2phrase.test-CQA-115-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-116-1,sentence2phrase.test-CQA-116-2,0.00
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-117-1,sentence2phrase.test-CQA-117-2,3.50
data/test/sentence2phrase.test.input.tsv,sentence2phrase.test-CQA-118-1,sentence2phrase.test-CQA-118-2,0.83
