concept,prompt
cmt-externalreviewer,ExternalReviewer正好是分配的Reviewer人审稿人
cmt-meta-review,元评论评论
cmt-meta-reviewer,Meta-Reviewer评论者
cmt-paper,纸张至少有1个readbyReviewer文档至少1个hasDecision，最多是1个hasDecision，最多有1个readbymeta-reviewer paperfullversion paperfullversion paperabtracter paperabstracter caperabraterator审阅者作者bid bid bid bid posuthor bid posuter dikiss offication offectarea meta-reviewer
cmt-paperabstract,纸上纸
cmt-paperfullversion,Paperfullversion纸
cmt-person,Person Conferencember用户外部Reviewer董事长programmitteembember文档
cmt-preference,偏爱
cmt-programcommittee,programCommittee programmitteemember
cmt-programcommitteechair,programMomteechair programmitteembember评论
cmt-programcommitteemember,programCommitteemberm会议仪表人员programmitteechair管理员programcommittee
cmt-rejection,拒绝决定
cmt-review,评论文档元评论审阅者
cmt-reviewer,审阅者会议记录用户meta-Reviewer出价外部浏览器管理员纸质评论
cmt-subjectarea,主体
cmt-user,用户人管理员作者审稿人
cmt-thing,事情会议
iasted-accepting_manuscript,会议前接受手稿活动
iasted-activity,会议之后的活动活动在会议时间或时间之前活动活动
iasted-activity_after_conference,会议活动后的活动在会议之后的全天巡回演出之后举行了一些
iasted-activity_before_conference,会议活动之前的活动在会议日之前举行一些接受手稿的手稿，以租用手稿
iasted-audiovisual_equipment,视听设备有些设计用于听众项目的某些演讲者使用的某些位于会议室视频盒式录音机lcd投影仪高架投影仪
iasted-author,作者一些简短的会议主席简短介绍一些准备透明度作者书籍程序包括讲师教程演讲者全体演讲演讲者作者CD诉讼程序包括
iasted-author_attendee_book_registration_fee,作者与会者书籍注册费注册费有些用于书籍程序
iasted-author_attendee_cd_registration_fee,作者与会者CD注册费有些支付CD促进注册费
iasted-author_book_proceedings_included,作者书籍程序包括作者一些获得书籍程序
iasted-author_cd_proceedings_included,作者CD程序包括一些获得CD的创作作者
iasted-author_information_form,作者信息表格表格在截止日期后发送一些通知接受
iasted-bank_transfer,银行转帐付款文件
iasted-book_proceeding,书籍程序出版物
iasted-brief_introduction_for_session_chair,会议主席简要介绍一些会议主席文档，作者提供了一些
iasted-building,建筑场所主持人大会会议大会会议机场会议餐厅会议餐厅饭店主持人大学赞助商公司房屋
iasted-camera_ready_manuscript_deadline,相机准备的手稿截止日期截止日期
iasted-car,汽车运输车
iasted-card,卡项信用卡
iasted-cd_proceening,CD促进出版物
iasted-cheque,检查付款文件
iasted-city,城市事物有些位于州旅行城市赞助商City City City City City中
iasted-coctail_reception,鸡尾酒会有些专为代表会议活动而设计
iasted-coffee_break,咖啡休息会议活动有些是为代表设计的
iasted-computer,计算机视听设备
iasted-conference_hiker,会议徒步旅行者代表
iasted-conference_activity,会议活动在会议状态活动中举行了一些会议日，在会议日举行了咖啡休息时间cocctail接待介绍注册介绍社会计划欢迎地址技术活动讲座
iasted-conference_airport,会议机场大楼一些位于会议州，一些位于会议城市
iasted-conference_building,会议大楼有些人占领了一些位于会议城市的会议城市。
iasted-conference_city,会议城市有一些代表访问
iasted-conference_days,会议时间有些是为会议当天的代表设计的
iasted-conference_hall,会议厅的一些地方位于会议大楼
iasted-conference_hotel,会议酒店大楼一些位于会议州，有些位于会议城市，有些是为酒店主持人设计的
iasted-conference_restaurant,会议餐厅一些位于会议州，有些位于会议城大楼中，有些人被代表占领
iasted-conference_state,会议国家的某些代表访问了一些
iasted-credit_card,信用卡有些是为了费用或船长或税收的设计
iasted-currency,货币
iasted-deadline,截止日期有些是为委托时间截止日期预订提交的截止摄像机准备截止日期截止日期截止日期截止日期截止日期截止日期，以通知接受
iasted-deadline_for_notification_of_acceptance,通知接受截止日期的截止日期
iasted-deadline_hotel_reservation,截止日期预订截止日期
iasted-delegate,Delegate some obtain Invitation letter some send Registration form Person some pay Registration fee some occupy Presenter city some need Viza some occupy Presenter state some occupy Presenter house One day presenter Non speaker Hotel presenter Session chair IASTED member Listener Technical commitee Speaker Conference Hiker IASTED non member
iasted-departure,会议后出发活动
iasted-departure_tax,出发税有些是为出发税而设计的
iasted-dinner_banquet,晚餐宴会有些是为了有一天的主持人社交计划而设计的
iasted-document,文档项目付款文件记录出勤透明度简介会议主席提交邀请函的简介表格审查viza邮件列表
iasted-double_hotel_room,双酒店房间酒店房间
iasted-fee,费用有些人用信用卡或付款文件付款酒店费用注册费
iasted-fee_for_extra_trip,额外旅行的费用，有些人会通过会议徒步旅行费支付一些费用
iasted-final_manuscript,最终手稿提交有些人接受手稿
iasted-form,表格文件有些给出委托注册表格作者信息表格饭店注册表
iasted-full_day_tour,会议之后的全天游览活动是为代表设计的
iasted-hotel_fee,酒店费用有些由酒店主持人支付
iasted-hotel_presenter,酒店主持人委派一些占领会议酒店和一些薪酬酒店费用
iasted-hotel_registration_form,酒店注册表格有些在截止日期预订表格之前发送
iasted-hotel_room,酒店房间有些是专为酒店主持人设计的，有些人位于会议酒店的单身房间双旅馆房间
iasted-iasted_member,IASTED成员代表
iasted-iasted_non_member,非会员代表
iasted-initial_manuscipt,初始手稿提交有些拒绝手稿
iasted-introduction,简介会议活动介绍演讲者
iasted-introduction_of_speaker,介绍介绍
iasted-invitation_letter,邀请信某些是为委托文档设计的
iasted-item,物品卡出版文件运输车辆视觉设备活动人员项目时间活动或金钱
iasted-lcd_projector,LCD投影仪视听设备
iasted-lecture,演讲会议活动有些是为听众会议全体讲座教程设计的
iasted-lecturer,讲师在会议室作者学生讲师工人讲师讲师讲师讲师
iasted-listener,听众在会议厅或会议室中有一些出席代表的标志记录
iasted-mailing_list,邮件列表有些是为委托文档设计的
iasted-main_office,主要办公地点
iasted-memeber_registration_fee,会员注册费有些专为IASTED会员注册费而设计
iasted-modelling,建模研究
iasted-money,赞助税提示人活动或项目建设项目
iasted-non_speaker,非说话者代表学生非说话者非说话者
iasted-nonauthor_registration_fee,非企业注册费有些专为非说话者注册费而设计
iasted-nonmember_registration_fee,非会员注册费有些专为ISAISED非会员注册费而设计
iasted-one_conference_day,会议日会议日
iasted-one_day_presenter,有一天主持人代表
iasted-overhead_projector,高架投影仪视听设备
iasted-payment_document,付款文件有些是为了费用或税收银行转移支票而设计的
iasted-person,人代表赞助商活动或商品时间地点或时间项目建设或城市或国家资金
iasted-place,某些地方有些位于会议状态，有些位于会议城市会议厅会议室房间房间主办公室建筑物
iasted-plenary_lecture,全体讲座
iasted-plenary_lecture_speaker,全体演讲发言人在会议厅作者中演讲
iasted-powerpoint_presentation,PowerPoint演示文稿
iasted-presentation,演示会议活动PowerPoint演示视频演示文稿
iasted-presenter_city,主持人城有些被代表城占领
iasted-presenter_house,主持人之家有些位于主持人城市，有些人被代表占领，有些位于主持人国家大楼
iasted-presenter_state,主持人国家国家有些人被代表占领
iasted-presenter_university,主持人大学一些位于主持人国家大楼，有些位于主持人城
iasted-publication,出版一些是由最终手稿项目书籍制成的。
iasted-receiving_manuscript,会议前接受手稿活动
iasted-record_of_attendance,出勤记录有些位于会议室文件中，有些人签署了听众
iasted-refusing_manuscript,会议前拒绝手稿活动
iasted-registation_deadline,注册截止日期截止日期
iasted-registration,注册有些是为代表会议活动而设计的
iasted-registration_fee,注册费有些人支付会议活动的支付一些代表费用的支付作者参与者书名注册费学生注册费非授权人注册费成员注册费费用作者参与者参与者CD注册费非会员注册费
iasted-registration_form,注册表格在注册截止日期之前发送某些人是由代表表格发送的
iasted-renting,租用一些与汽车活动相关的会议
iasted-research,会议建模模拟之前的研究活动
iasted-review,评论有些是由审稿人文件撰写的
iasted-reviewer,评论者发言人
iasted-session,会议由作者或会议主席演讲进行
iasted-session_chair,会议主持人一些会议主席代表的简要介绍
iasted-session_room,会议室的地方有些设备设备有些设备有些位于会议大楼
iasted-shuttle_bus,班车运输车
iasted-simulating,模拟研究
iasted-single_hotel_room,单一酒店房间酒店房间
iasted-social_program,社会计划有些是为代表会议活动晚宴宴会设计的
iasted-speaker,演讲者委派一些演讲一些写一些撰写最终手稿审稿人作者
iasted-speaker_lecture,演讲者讲座会议
iasted-sponsor,赞助商一些占用的赞助商一些占领国州人的人占领了赞助商公司房屋
iasted-sponsor_city,赞助商有些人被赞助商市占领
iasted-sponsor_company_house,赞助商公司房屋某些位于赞助商州，有些位于赞助商市建筑物中，有些人被赞助商占用
iasted-sponsor_state,赞助国家国家
iasted-sponzorship,赞助金
iasted-state,州会议国家主持人国家赞助国家
iasted-student_lecturer,学生讲师讲师
iasted-student_non_speaker,学生非说话者非说话者
iasted-student_registration_fee,学生注册费注册费有些是为学生讲师或学生非说话者设计的
iasted-submission,提交有些由演讲者文档撰写的初始手稿最终手稿
iasted-submissions_deadline,提交截止日期截止日期
iasted-tax,税款增值税征税税
iasted-taxi,出租车运输车辆
iasted-technic_activity,技术活动有些由技术委员会会议活动给出
iasted-technical_commitee,技术委员会有些人参加技术活动代表
iasted-time,时间会议日旅行日截止日期
iasted-time_zone,时区
iasted-tip,提示有些在会议餐厅的钱中付款
iasted-transparency,透明度文件有些由演讲者准备
iasted-transport_vehicle,运输车辆物品有些由代表出租车班车车货车使用
iasted-trip_city,会议徒步旅行者参观了旅行城市
iasted-trip_day,旅行日时间有些是为代表设计的
iasted-tutorial,教程讲座
iasted-tutorial_speaker,教程演讲者在会议厅作者中演讲
iasted-value_added_tax,增值税税
iasted-van,货车运输车辆
iasted-video_cassette_player,视频盒式播放器视听设备
iasted-video_presentation,视频演示演示文稿
iasted-viza,Viza需要一些代表文档
iasted-welcome_address,欢迎地址会议活动
iasted-worker_lecturer,工人讲师讲师
iasted-worker_non_speaker,工人非说话者非说话者
iasted-thing,事物城市
crs_dr-abstract,摘要文档文章
crs_dr-article,文档作者摘要审稿人
crs_dr-author,作者人士文章
crs_dr-chair,主席审阅者计划
crs_dr-conference,会议活动计划
crs_dr-document,文档文章摘要评论
crs_dr-event,活动PC会议会议
crs_dr-participant,参与者会议
crs_dr-pc_meeting,PC会议活动
crs_dr-person,人作者审稿人参与者主席
crs_dr-program,计划会议主席
crs_dr-review,评论文档审阅者
crs_dr-reviewer,审阅者人评论
crs_dr-session,会话事件
micro-activity,活动某些ISPARTOF会议，一些作者事物教程研讨会主题会议会议会议
micro-activitysubmissionform,ActivitySumpissionForm仅由作者事物构成一些hashuathor作者Worksoposposal Propoposal Paper Paper Witer
micro-author,Author at least 0 of conflictsWith some isAuthorOf ActivitySubmissionForm Person some conducts Activity some conflictsWith Author or Organizer or OutsideReferee at least 0 of conducts Lecture or Tutorial or WorkShop Author or Organizer or OutsideReferee ActivitySubmissionForm
micro-committeemember,委员会组织者一些组织委员会
micro-conference,会议仅组织委员会的组织组织委员会地点
micro-doubleblindreview,DoubleBlindReview Thing只有Appliesto演讲仅由外部或审稿人评论者遵守
micro-financechair,金融主席组织委员会
micro-generalcochair,综合主教会组织委员会
micro-lecture,讲座活动质量典范
micro-location,地点
micro-organizer,组织者人员委员会审稿人
micro-organizingcommittee,组织委员会仅召集会员委员会一些组织会议的事物ProgramAdvocate fanceradechair SteeringCommittee General Chair Chair Chair Chair ChaptutorialChair PapistityWebchair PublicationsChair PublicationsChair PublicationsChair Capersibrisebismission ChimpersioncommissionChair CristrationChair ChirastrationChair ChirectrationChair ChirectrationChair会议
micro-outsidereferee,外部人士
micro-paper,仅纸张appliesto sutctionsumissimpriseform
micro-papersubmissionchair,纸质审判委员会组织委员会
micro-person,人组织者作者郊区
micro-programcochair,程序联合会主组组织委员会
micro-publicationschair,出版社举行委员会
micro-publicitywebchair,PafficityWebchair组织委员会
micro-qualitatvielecture,QualitatVielecture演讲一些急性编译器，微结构或系统之一
micro-registrationchair,登记主席委员会
micro-reviewer,审阅者组织者有些执行DoubleBlindReview double Blinblindreview
micro-steeringcommittee,指导委员会委员会
micro-studentadvocate,学生倡导者组织委员会
micro-topic,主题活动
micro-traditionallecture,传统结构的一些急性远前景讲座之一
micro-tutorial,教程活动
micro-tutorialproposal,辅导Propopossh仅appliesto tutorial Activitysumissimperform
micro-workshop,研讨会活动
micro-workshoptutorialchair,研讨会组织组织委员会
micro-worksopproposal,Worksoposal Activitysumpissimprism Form仅appliesto研讨会
micro-thing,组织委员会会议活动umissionsumissmissform Activity doubleblindreview
ekaw-abstract,摘要文件邀请讨论摘要教程摘要
ekaw-academic_institution,学术机构组织大学研究所
ekaw-accepted_paper,接受的论文一些Hasreview正面评论评估了论文
ekaw-agency_staff_member,机构工作人员
ekaw-assigned_paper,分配的纸张提交的纸至少3个藏有评估的纸张
ekaw-camera_ready_paper,相机准备纸一些书面会议参与者纸一些接受纸的更新文章
ekaw-conference,会议科学事件
ekaw-conference_banquet,会议宴会社交活动
ekaw-conference_paper,会议纸
ekaw-conference_participant,会议参与者OC会员演示主席教程主席会议主席早期注册的参与者晚期注册的参与者PC主席主持人研讨会主席
ekaw-conference_proceedings,会议诉讼程序仅限卷纸纸会议论文或被邀请的谈话摘要
ekaw-conference_session,会议会议某些部分会议工业会议
ekaw-conference_trip,会议旅行社交活动
ekaw-contributed_talk,贡献的交谈个人演示文稿正好在呈现纸上的1个呈现纸摄像机准备纸
ekaw-demo_chair,演示主席会议参与者
ekaw-demo_paper,演示纸
ekaw-demo_session,演示会话
ekaw-document,文档网站程序小册子传单多作者卷论文摘要评论文档人员
ekaw-early-registered_participant,早期注册的参与者会议参与者
ekaw-evaluated_paper,评估的纸张至少有3个Hastreview分配的纸纸被拒绝的纸张
ekaw-event,活动科学活动社交活动计划手册或网站事件活动位置组织或人员
ekaw-flyer,传单文件
ekaw-individual_presentation,个人演讲科学事件邀请谈话教程贡献摘要或论文
ekaw-industrial_paper,工业纸
ekaw-industrial_session,工业会议会议
ekaw-invited_speaker,邀请演讲者主持人
ekaw-invited_talk,邀请谈话个人演示
ekaw-invited_talk_abstract,邀请说话摘要摘要
ekaw-late-registered_participant,晚期注册的参与者会议参与者
ekaw-location,位置活动
ekaw-multi-author_volume,多作者卷文档程序
ekaw-negative_review,负面评论
ekaw-neutral_review,中立审查评论
ekaw-oc_chair,OC主席OC成员
ekaw-oc_member,OC成员会议参与者OC主席
ekaw-organisation,组织组织代理程序发行商学术机构传单或多作者量或计划手册或网站
ekaw-organising_agency,组织机构组织
ekaw-pc_chair,PC主席会议参与者PC成员
ekaw-pc_member,PC会员可能的审阅者教程主席会议主席SC会员PC主席研讨会主席
ekaw-paper,纸文档演示纸研讨会纸会议纸提交纸业纸张海报常规纸摄像头准备好纸评论可能的评论者
ekaw-paper_author,纸作者的人
ekaw-person,参加者会议参与者机构工作人员可能会审阅者纸质作者学生文件
ekaw-positive_review,正面评论
ekaw-possible_reviewer,可能的审稿人PC会员纸
ekaw-poster_paper,海报纸
ekaw-poster_session,海报会话
ekaw-presenter,主持人会议参与者邀请演讲者
ekaw-proceedings,会议记录数量仅限卷文书纸接受纸张或被邀请的摘要摘要至少1卷卷纸会议记录
ekaw-proceedings_publisher,程序发布者组织
ekaw-programme_brochure,程序手册文件
ekaw-regular_paper,常规纸张
ekaw-regular_session,常规会议
ekaw-rejected_paper,被拒绝的纸张评估纸
ekaw-research_institute,研究机构学术机构
ekaw-research_topic,研究主题活动或论文
ekaw-review,评论文档负面评论正面评论中性审核论文可能的审核者
ekaw-sc_member,SC会员PC成员
ekaw-scientific_event,科学活动会议会议会议研讨会个人演示
ekaw-session,会议科学事件某些部分会议或研讨会某些个人演示文稿仅部分会议或曲目或研讨会海报会话常规会议研讨会演示会议会议会议会议会议会议会议
ekaw-session_chair,会议主席会议参与者PC成员
ekaw-social_event,社交活动会议宴会会议之旅
ekaw-student,学生人
ekaw-submitted_paper,提交的纸张分配的纸张
ekaw-track,跟踪科学事件
ekaw-tutorial,教程个人演示
ekaw-tutorial_abstract,教程摘要
ekaw-tutorial_chair,教程主席PC会员会议参与者
ekaw-university,大学学术机构
ekaw-web_site,网站文档
ekaw-workshop,研讨会科​​学事件
ekaw-workshop_chair,研讨会主席会议参与者PC成员
ekaw-workshop_paper,车间纸
ekaw-workshop_session,研讨会会话
ekaw-thing,事物
confious-accepted_paper,接受纸
confious-automatic_paper_assignment,自动纸质分配纸分配
confious-chair_url,椅子URL URL
confious-contact_person,联系人某人关心会议设置会议设置人类
confious-contact_person_url,联系人URL URL
confious-manual_paper_assignment,手动纸分配纸分配
confious-program_committee_chair,计划委员会主席一些表演活动管理会议流程的活动有些与会议设置会议设置有关
confious-program_committee_member,计划委员会成员人类有些主题主题主题有些人关注会议设置会议设置常规计划委员会成员高级计划委员会成员
confious-regular_program_committee_member,计划委员会成员计划委员会成员
confious-regular_reviewer_url,常规审阅者URL URL
confious-rejected_paper,拒绝的纸张
confious-senior_program_committee_member,最多4名监督计划委员会成员的高级计划委员会成员
confious-senior_reviewer_url,高级审阅者URL URL
confious-url,URL有些人担心会议设置会议设置事物高级审阅者URL主席URL常规审稿人URL联系人url URL
confious-undecided_paper,不确定的论文有些人经过审查Proces论文
confious-abstract_of_paper,论文摘要一些有关纸质纸文章
confious-abstract_submission_date,抽象提交日期的摘要提交结束日期抽象提交日期的开始日期
confious-acceptance_notification_email,接受通知电子邮件通知电子邮件仅有关纸张接受纸
confious-activity,活动提交过程通知纸质分配审核者审核审查审查审核的管理会议过程强度文章活动人类
confious-article,文章通知电子邮件组电子邮件评论纸质评论表摘要论文摘要评论分类活动人类
confious-bidding_of_reviewer,审阅者的招标有些有关论文的论文某些具有强度强度活动仅由计划委员会成员执行的恰恰是1
confious-camera-ready_submission_date,摄像头提交日期的日期结束日期可以使用摄像机提交的开始日期，请提交的提交日期
confious-classification,分类
confious-conference,会议有些在会议的阶段，有些人与会议设置阶段有关会议阶段
confious-conference_setup,conference setup some is made by Program Committee Chair some sets date of notification date of notification some sets CP URL Contact Person URL some sets end date of camera ready submission end date of camera-ready submission only is made by Program Committee Chair some sets start date or full paper submission start date of full paper submission some sets end date full paper submission end date of full paper submission some sets member PCC Program Committee Chair some sets start date of conference start date of conference some includes topic topic some sets SPC URL Senior Reviewer URL some sets member RPC Regular Program Committee member Thing some sets RPC URL Regular Reviewer URL some sets Chair URL Chair URL some is concerned conference conference some sets start date of abstract submission start date of abstract submission some sets member SPC Senior Program Committee member some sets member CP Contact Person some sets end date of abstract submission end date of abstract submission some sets start date of camera ready submission start date of camera-ready submission some sets end会议结束日期会议主题的日期人类URL日期
confious-date,约会事物有些人关注会议设置会议会议设置日期通知抽象提交日期摄像头准备日期全文提交日期会议日期
confious-date_of_conference,会议日期结束日期会议开始日期会议的日期
confious-date_of_notification,通知日期
confious-end_date_of_abstract_submission,抽象提交抽象提交日期的结束日期
confious-end_date_of_camera-ready_submission,摄像机准备就绪摄像头准备日期的结束日期提交日期
confious-end_date_of_conference,会议结束日期会议日期
confious-end_date_of_full_paper_submission,完整纸提交完整提交提交日期的结束日期
confious-full_paper_submission_date,全文提交日期的完整日期结束日期完整提交提交开始日期
confious-group_email,小组电子邮件有些发送给人类有些人担心审查Proces文章
confious-human,人类计划委员会成员联系人计划委员会主席主题学院活动
confious-institute,研究所
confious-intensity,强度
confious-lower_tier_reviewing_process,下层审查过程有些由高级计划委员会成员监督的某些结果审查确切的1次检查，以审查某些审查，然后在上层审查过程中检查某些在上层审查过程中检查某些结果审查表格，有些计划委员会成员进行了审查表格。
confious-managing_of_conference_process,管理会议流程的管理一些有关会议会议仅由计划委员会主席进行一些会议，一些计划委员会主席活动会议
confious-notification,通知恰好1至少1次通过活动执行的1个，有些涉及论文仅由计划委员会主席执行
confious-notification_email,通知电子邮件有些有作者计划委员会主席有些人关注的论文有些人被送往Person Artical Actions Notification Notification电子邮件拒绝通知电子邮件
confious-paper,纸张只有作者联系人文章，至少有1个作者有些是有关会议会议的会议接受纸拒绝的纸张未决定的论文
confious-paper_assignment,纸质分配活动至少有1个由某些有关的纸张纸张不确定的论文，然后再进行较低的审查过程
confious-phase_of_conference,会议阶段
confious-rejection_notification_email,拒绝通知电子邮件仅有关纸张拒绝的纸质通知电子邮件
confious-review,审查文章准确的分类仅在下层审查过程中创建某些涉及论文1的恰好创建的论文1在有作者计划委员会成员中创建的文章
confious-review_form,审查表格文章准确1 eys Is conviences Review的某些结构由计划委员会主席创建的一些结构，在较低层的审查过程中创建了1个在某些拥有作者计划委员会成员的结构中，仅由计划委员会主席创建
confious-reviewing_proces,审查程序有些有关纸质论文活动下层审查过程上层审查过程
confious-start_date_of_abstract_submission,抽象提交抽象提交日期的开始日期
confious-start_date_of_camera-ready_submission,开始使用摄像头提交摄像头准备日期的提交日期
confious-start_date_of_conference,会议的开始日期
confious-start_date_of_full_paper_submission,完整纸提交完整提交提交日期的开始日期
confious-submission_process,提交过程有些之后是纸质分配的，有些涉及纸张未定的纸张恰好1通过活动执行的纸张。
confious-summary_of_reviews,评论摘要文章一些有作者高级计划委员会成员在上层审查过程中创建了一些有关评论的评论，恰好创建1
confious-topic,话题
confious-upper_tier_reviewing_process,高级计划委员会成员仅执行上层审查过程，至少有1个由某些人执行的，然后是通知，某些结果摘要摘要审查了审查Proces
confious-thing,事物会议设置会议URL日期
cocus-abstract,抽象论文
cocus-account,帐户人员
cocus-activity,活动活动批准注册事件创建请求文件或活动人员
cocus-admin_role,管理员角色
cocus-administrator,管理员某些执行活动批准一些批准的活动人活动角色
cocus-approval_email,批准电子邮件活动
cocus-assistance,帮助请求
cocus-author,作者一些添加作者一些执行事件创建用户一些删除作者一些接收批准电​​子邮件或拒绝电子邮件通讯作者
cocus-author_role,作者角色
cocus-committe_role,委员会角色
cocus-committee,委员会用户
cocus-conference,会议活动
cocus-corresponding_author,通讯作者
cocus-description,描述
cocus-detail,细节有些人修改的东西
cocus-document,记录某些人提交评论纸质电子邮件模板用户使用的东西
cocus-email,通过人文件组收到的一些电子邮件发送电子邮件电子邮件批准电子邮件通知电子邮件拒绝电子邮件
cocus-email_template,电子邮件模板事件设置
cocus-event,活动的一些事件的圆锥体跟踪一些通过批准电子邮件事物会议研讨会管理员批准电子邮件活动踪迹事件设置的一些确认的事件。
cocus-event_approval,活动批准活动只有结果批准电子邮件
cocus-event_creation,事件创建有些有结果活动活动
cocus-event_setup,事件设置研究主题电子邮件模板提交模板事件事件录制表单纸类型事件
cocus-event_tracks,活动跟踪事件设置
cocus-event_url,活动网址一些有关活动
cocus-feature_request,功能请求帮助请求
cocus-full_paper,完整的纸张
cocus-group_email,组电子邮件
cocus-head_role,头部角色
cocus-help_request,帮助请求请求MISC功能请求帮助
cocus-inforamtion,信息
cocus-invited_paper,受邀纸
cocus-misc,MISC帮助请求
cocus-notification_email,通知电子邮件
cocus-paper,纸文档，由通讯作者简短纸摘要全文邀请纸提交的一些纸
cocus-paper_typologies,纸张类型事件设置
cocus-person,某些人获取信息用户管理员活动或角色信息文档或人帐户或详细帐户活动活动文件
cocus-preview,预览审查表格
cocus-registration,注册活动有些结果用户
cocus-rejection_email,拒绝电子邮件
cocus-request,请求活动帮助请求
cocus-research_topic,研究主题活动设置
cocus-review,评论文件
cocus-review_form,审核表格事件设置预览审核表格设置
cocus-review_form_setup,审核表格设置审核表
cocus-reviewer_role,审稿人的角色
cocus-role,行政人员任务的角色管理员角色作者主任审查员角色角色委员会角色管理员
cocus-short_paper,短纸
cocus-submission,提交文件
cocus-submission_template,提交模板事件设置
cocus-symposium,研讨会活动
cocus-template,模板文档人使用的一些
cocus-url,URL事件URL
cocus-user,用户有些人参加活动人员，一些发送帮助请求委员会作者文件或事件文件
cocus-workshop,研讨会活动
cocus-thing,事物详细事件角色文件人
