file,concept1,concept2,value
input-data/sick_annotated.txt,3003-num-1,3003-num-2,3.9
input-data/sick_annotated.txt,3004-num-1,3004-num-2,5
input-data/sick_annotated.txt,3005-num-1,3005-num-2,3.1
input-data/sick_annotated.txt,3006-num-1,3006-num-2,4.6
input-data/sick_annotated.txt,3007-num-1,3007-num-2,3.5
input-data/sick_annotated.txt,3008-num-1,3008-num-2,3.4
input-data/sick_annotated.txt,3009-num-1,3009-num-2,4.2
input-data/sick_annotated.txt,3010-num-1,3010-num-2,3.3
input-data/sick_annotated.txt,3011-num-1,3011-num-2,4.4
input-data/sick_annotated.txt,3012-num-1,3012-num-2,4
input-data/sick_annotated.txt,3013-num-1,3013-num-2,3.3
input-data/sick_annotated.txt,3014-num-1,3014-num-2,4.3
input-data/sick_annotated.txt,3015-num-1,3015-num-2,4.6
input-data/sick_annotated.txt,3016-num-1,3016-num-2,3.5
input-data/sick_annotated.txt,3017-num-1,3017-num-2,4.6
input-data/sick_annotated.txt,3018-num-1,3018-num-2,3.5
input-data/sick_annotated.txt,3019-num-1,3019-num-2,3.7
input-data/sick_annotated.txt,3020-num-1,3020-num-2,3.1
input-data/sick_annotated.txt,3021-num-1,3021-num-2,3.6
input-data/sick_annotated.txt,3022-num-1,3022-num-2,2.1
input-data/sick_annotated.txt,3023-num-1,3023-num-2,3.8
input-data/sick_annotated.txt,3024-num-1,3024-num-2,4.6
input-data/sick_annotated.txt,3025-num-1,3025-num-2,3.8
input-data/sick_annotated.txt,3026-num-1,3026-num-2,4.7
input-data/sick_annotated.txt,3027-num-1,3027-num-2,3.8
input-data/sick_annotated.txt,3028-num-1,3028-num-2,4.4
input-data/sick_annotated.txt,3029-num-1,3029-num-2,3.8
input-data/sick_annotated.txt,3030-num-1,3030-num-2,4.1
input-data/sick_annotated.txt,3031-num-1,3031-num-2,4.1
input-data/sick_annotated.txt,3032-num-1,3032-num-2,4.3
input-data/sick_annotated.txt,3034-num-1,3034-num-2,3.6
input-data/sick_annotated.txt,3035-num-1,3035-num-2,5
input-data/sick_annotated.txt,3036-num-1,3036-num-2,3.2
input-data/sick_annotated.txt,3037-num-1,3037-num-2,4.6
input-data/sick_annotated.txt,3038-num-1,3038-num-2,3.8
input-data/sick_annotated.txt,3039-num-1,3039-num-2,4.4
input-data/sick_annotated.txt,3040-num-1,3040-num-2,4
input-data/sick_annotated.txt,3042-num-1,3042-num-2,4.5
input-data/sick_annotated.txt,3043-num-1,3043-num-2,3.1
input-data/sick_annotated.txt,3044-num-1,3044-num-2,4.8
input-data/sick_annotated.txt,3045-num-1,3045-num-2,3.4
input-data/sick_annotated.txt,3046-num-1,3046-num-2,3.7
input-data/sick_annotated.txt,3047-num-1,3047-num-2,4.2
input-data/sick_annotated.txt,3048-num-1,3048-num-2,4
input-data/sick_annotated.txt,3049-num-1,3049-num-2,3
input-data/sick_annotated.txt,3050-num-1,3050-num-2,4.4
input-data/sick_annotated.txt,3051-num-1,3051-num-2,5
input-data/sick_annotated.txt,3052-num-1,3052-num-2,3.2
input-data/sick_annotated.txt,3053-num-1,3053-num-2,5
input-data/sick_annotated.txt,3054-num-1,3054-num-2,3.1
input-data/sick_annotated.txt,3055-num-1,3055-num-2,5
input-data/sick_annotated.txt,3056-num-1,3056-num-2,3.6
input-data/sick_annotated.txt,3057-num-1,3057-num-2,4.5
input-data/sick_annotated.txt,3058-num-1,3058-num-2,3.7
input-data/sick_annotated.txt,3059-num-1,3059-num-2,4.5
input-data/sick_annotated.txt,3060-num-1,3060-num-2,4.65
input-data/sick_annotated.txt,3061-num-1,3061-num-2,4.7
input-data/sick_annotated.txt,3062-num-1,3062-num-2,4.3
input-data/sick_annotated.txt,3063-num-1,3063-num-2,4.9
input-data/sick_annotated.txt,3064-num-1,3064-num-2,3.6
input-data/sick_annotated.txt,3065-num-1,3065-num-2,4.2
input-data/sick_annotated.txt,3066-num-1,3066-num-2,3.6
input-data/sick_annotated.txt,3067-num-1,3067-num-2,4.1
input-data/sick_annotated.txt,3068-num-1,3068-num-2,3.8
input-data/sick_annotated.txt,3069-num-1,3069-num-2,4.2
input-data/sick_annotated.txt,3070-num-1,3070-num-2,4.4
input-data/sick_annotated.txt,3071-num-1,3071-num-2,5
input-data/sick_annotated.txt,3072-num-1,3072-num-2,3.6
input-data/sick_annotated.txt,3073-num-1,3073-num-2,4.9
input-data/sick_annotated.txt,3074-num-1,3074-num-2,4.1
input-data/sick_annotated.txt,3075-num-1,3075-num-2,4.8
input-data/sick_annotated.txt,3076-num-1,3076-num-2,3.8
input-data/sick_annotated.txt,3077-num-1,3077-num-2,4.3
input-data/sick_annotated.txt,3078-num-1,3078-num-2,3.7
input-data/sick_annotated.txt,3079-num-1,3079-num-2,4.6
input-data/sick_annotated.txt,3080-num-1,3080-num-2,4.9
input-data/sick_annotated.txt,3081-num-1,3081-num-2,3.9
input-data/sick_annotated.txt,3082-num-1,3082-num-2,4.7
input-data/sick_annotated.txt,3083-num-1,3083-num-2,3
input-data/sick_annotated.txt,3084-num-1,3084-num-2,2.9
input-data/sick_annotated.txt,3085-num-1,3085-num-2,3.1
input-data/sick_annotated.txt,3086-num-1,3086-num-2,3
input-data/sick_annotated.txt,3087-num-1,3087-num-2,2.4
input-data/sick_annotated.txt,3088-num-1,3088-num-2,2.8
input-data/sick_annotated.txt,3089-num-1,3089-num-2,4.1
input-data/sick_annotated.txt,3090-num-1,3090-num-2,3.6
input-data/sick_annotated.txt,3091-num-1,3091-num-2,4.5
input-data/sick_annotated.txt,3092-num-1,3092-num-2,3.6
input-data/sick_annotated.txt,3093-num-1,3093-num-2,3.5
input-data/sick_annotated.txt,3094-num-1,3094-num-2,3
input-data/sick_annotated.txt,3095-num-1,3095-num-2,2.9
input-data/sick_annotated.txt,3096-num-1,3096-num-2,2.935
input-data/sick_annotated.txt,3097-num-1,3097-num-2,3.5
input-data/sick_annotated.txt,3099-num-1,3099-num-2,3.1
input-data/sick_annotated.txt,3100-num-1,3100-num-2,3.4
input-data/sick_annotated.txt,3101-num-1,3101-num-2,5
input-data/sick_annotated.txt,3102-num-1,3102-num-2,2.5
input-data/sick_annotated.txt,3103-num-1,3103-num-2,4.7
input-data/sick_annotated.txt,3104-num-1,3104-num-2,1.7
input-data/sick_annotated.txt,3106-num-1,3106-num-2,4.3
input-data/sick_annotated.txt,3107-num-1,3107-num-2,2.3
input-data/sick_annotated.txt,3108-num-1,3108-num-2,4.65
input-data/sick_annotated.txt,3109-num-1,3109-num-2,4.9
input-data/sick_annotated.txt,3110-num-1,3110-num-2,3.3
input-data/sick_annotated.txt,3111-num-1,3111-num-2,4.4
input-data/sick_annotated.txt,3112-num-1,3112-num-2,3.2
input-data/sick_annotated.txt,3113-num-1,3113-num-2,4.4
input-data/sick_annotated.txt,3114-num-1,3114-num-2,4.2
input-data/sick_annotated.txt,3115-num-1,3115-num-2,4.55
input-data/sick_annotated.txt,3116-num-1,3116-num-2,3.3
input-data/sick_annotated.txt,3117-num-1,3117-num-2,4.7
input-data/sick_annotated.txt,3118-num-1,3118-num-2,4.6
input-data/sick_annotated.txt,3119-num-1,3119-num-2,3.5
input-data/sick_annotated.txt,3120-num-1,3120-num-2,4.9
input-data/sick_annotated.txt,3121-num-1,3121-num-2,3.8
input-data/sick_annotated.txt,3122-num-1,3122-num-2,4.6
input-data/sick_annotated.txt,3123-num-1,3123-num-2,3.1
input-data/sick_annotated.txt,3124-num-1,3124-num-2,4.3
input-data/sick_annotated.txt,3125-num-1,3125-num-2,3.8
input-data/sick_annotated.txt,3126-num-1,3126-num-2,4.4
input-data/sick_annotated.txt,3127-num-1,3127-num-2,4.9
input-data/sick_annotated.txt,3128-num-1,3128-num-2,3
input-data/sick_annotated.txt,3129-num-1,3129-num-2,4.9
input-data/sick_annotated.txt,3130-num-1,3130-num-2,3.3
input-data/sick_annotated.txt,3131-num-1,3131-num-2,2.3
input-data/sick_annotated.txt,3132-num-1,3132-num-2,2.7
input-data/sick_annotated.txt,3133-num-1,3133-num-2,2.5
input-data/sick_annotated.txt,3134-num-1,3134-num-2,2.8
input-data/sick_annotated.txt,3135-num-1,3135-num-2,2.5
input-data/sick_annotated.txt,3136-num-1,3136-num-2,4.365
input-data/sick_annotated.txt,3137-num-1,3137-num-2,4.265
input-data/sick_annotated.txt,3138-num-1,3138-num-2,3.1
input-data/sick_annotated.txt,3139-num-1,3139-num-2,4.3
input-data/sick_annotated.txt,3140-num-1,3140-num-2,3.5
input-data/sick_annotated.txt,3141-num-1,3141-num-2,3.2
input-data/sick_annotated.txt,3142-num-1,3142-num-2,3.2
input-data/sick_annotated.txt,3143-num-1,3143-num-2,3.6
input-data/sick_annotated.txt,3144-num-1,3144-num-2,3.4
input-data/sick_annotated.txt,3145-num-1,3145-num-2,3.2
input-data/sick_annotated.txt,3146-num-1,3146-num-2,3.8
input-data/sick_annotated.txt,3147-num-1,3147-num-2,4.5
input-data/sick_annotated.txt,3148-num-1,3148-num-2,4.3
input-data/sick_annotated.txt,3149-num-1,3149-num-2,5
input-data/sick_annotated.txt,3150-num-1,3150-num-2,3.1
input-data/sick_annotated.txt,3151-num-1,3151-num-2,3.8
input-data/sick_annotated.txt,3152-num-1,3152-num-2,3
input-data/sick_annotated.txt,3153-num-1,3153-num-2,3.9
input-data/sick_annotated.txt,3154-num-1,3154-num-2,3.5
input-data/sick_annotated.txt,3155-num-1,3155-num-2,4.2
input-data/sick_annotated.txt,3156-num-1,3156-num-2,4.9
input-data/sick_annotated.txt,3157-num-1,3157-num-2,3.9
input-data/sick_annotated.txt,3158-num-1,3158-num-2,5
input-data/sick_annotated.txt,3159-num-1,3159-num-2,3.5
input-data/sick_annotated.txt,3160-num-1,3160-num-2,3.4
input-data/sick_annotated.txt,3161-num-1,3161-num-2,3.9
input-data/sick_annotated.txt,3162-num-1,3162-num-2,3.1
input-data/sick_annotated.txt,3163-num-1,3163-num-2,3.4
input-data/sick_annotated.txt,3164-num-1,3164-num-2,3.4
input-data/sick_annotated.txt,3165-num-1,3165-num-2,3.7
input-data/sick_annotated.txt,3166-num-1,3166-num-2,3.7
input-data/sick_annotated.txt,3167-num-1,3167-num-2,4.5
input-data/sick_annotated.txt,3168-num-1,3168-num-2,3.1
input-data/sick_annotated.txt,3169-num-1,3169-num-2,5
input-data/sick_annotated.txt,3170-num-1,3170-num-2,4.3
input-data/sick_annotated.txt,3171-num-1,3171-num-2,4.7
input-data/sick_annotated.txt,3172-num-1,3172-num-2,3.6
input-data/sick_annotated.txt,3173-num-1,3173-num-2,4
input-data/sick_annotated.txt,3174-num-1,3174-num-2,2.8
input-data/sick_annotated.txt,3175-num-1,3175-num-2,4.2
input-data/sick_annotated.txt,3176-num-1,3176-num-2,4.9
input-data/sick_annotated.txt,3177-num-1,3177-num-2,3.1
input-data/sick_annotated.txt,3178-num-1,3178-num-2,4.8
input-data/sick_annotated.txt,3179-num-1,3179-num-2,4.4
input-data/sick_annotated.txt,3180-num-1,3180-num-2,4.2
input-data/sick_annotated.txt,3181-num-1,3181-num-2,3.8
input-data/sick_annotated.txt,3182-num-1,3182-num-2,4.5
input-data/sick_annotated.txt,3183-num-1,3183-num-2,3.3
input-data/sick_annotated.txt,3184-num-1,3184-num-2,4.7
input-data/sick_annotated.txt,3185-num-1,3185-num-2,4.9
input-data/sick_annotated.txt,3187-num-1,3187-num-2,4.9
input-data/sick_annotated.txt,3188-num-1,3188-num-2,3.9
input-data/sick_annotated.txt,3189-num-1,3189-num-2,3.1
input-data/sick_annotated.txt,3190-num-1,3190-num-2,1.7
input-data/sick_annotated.txt,3191-num-1,3191-num-2,3
input-data/sick_annotated.txt,3192-num-1,3192-num-2,2.1
input-data/sick_annotated.txt,3193-num-1,3193-num-2,3
input-data/sick_annotated.txt,3194-num-1,3194-num-2,5
input-data/sick_annotated.txt,3195-num-1,3195-num-2,4
input-data/sick_annotated.txt,3196-num-1,3196-num-2,4.9
input-data/sick_annotated.txt,3197-num-1,3197-num-2,3.9
input-data/sick_annotated.txt,3198-num-1,3198-num-2,4.4
input-data/sick_annotated.txt,3199-num-1,3199-num-2,3.4
input-data/sick_annotated.txt,3200-num-1,3200-num-2,4.7
input-data/sick_annotated.txt,3201-num-1,3201-num-2,4.1
input-data/sick_annotated.txt,3202-num-1,3202-num-2,4.6
input-data/sick_annotated.txt,3203-num-1,3203-num-2,4.9
input-data/sick_annotated.txt,3204-num-1,3204-num-2,3.6
input-data/sick_annotated.txt,3205-num-1,3205-num-2,4.9
input-data/sick_annotated.txt,3206-num-1,3206-num-2,3.6
input-data/sick_annotated.txt,3207-num-1,3207-num-2,4.9
input-data/sick_annotated.txt,3208-num-1,3208-num-2,3.7
input-data/sick_annotated.txt,3209-num-1,3209-num-2,4.6
input-data/sick_annotated.txt,3210-num-1,3210-num-2,3.3
input-data/sick_annotated.txt,3211-num-1,3211-num-2,4.8
input-data/sick_annotated.txt,3212-num-1,3212-num-2,4.8
input-data/sick_annotated.txt,3213-num-1,3213-num-2,2.6
input-data/sick_annotated.txt,3214-num-1,3214-num-2,4.8
input-data/sick_annotated.txt,3215-num-1,3215-num-2,2.4
input-data/sick_annotated.txt,3216-num-1,3216-num-2,4.6
input-data/sick_annotated.txt,3217-num-1,3217-num-2,4
input-data/sick_annotated.txt,3218-num-1,3218-num-2,4.6
input-data/sick_annotated.txt,3219-num-1,3219-num-2,3.4
input-data/sick_annotated.txt,3220-num-1,3220-num-2,4.6
input-data/sick_annotated.txt,3221-num-1,3221-num-2,4.7
input-data/sick_annotated.txt,3222-num-1,3222-num-2,3.7
input-data/sick_annotated.txt,3223-num-1,3223-num-2,4.9
input-data/sick_annotated.txt,3224-num-1,3224-num-2,3.8
input-data/sick_annotated.txt,3225-num-1,3225-num-2,3.4
input-data/sick_annotated.txt,3226-num-1,3226-num-2,2.1
input-data/sick_annotated.txt,3227-num-1,3227-num-2,3.4
input-data/sick_annotated.txt,3228-num-1,3228-num-2,2.7
input-data/sick_annotated.txt,3229-num-1,3229-num-2,3.5
input-data/sick_annotated.txt,3230-num-1,3230-num-2,5
input-data/sick_annotated.txt,3231-num-1,3231-num-2,3.4
input-data/sick_annotated.txt,3232-num-1,3232-num-2,4.1
input-data/sick_annotated.txt,3233-num-1,3233-num-2,4
input-data/sick_annotated.txt,3234-num-1,3234-num-2,2.7
input-data/sick_annotated.txt,3235-num-1,3235-num-2,3.3
input-data/sick_annotated.txt,3236-num-1,3236-num-2,2.7
input-data/sick_annotated.txt,3237-num-1,3237-num-2,3.2
input-data/sick_annotated.txt,3238-num-1,3238-num-2,3.6
input-data/sick_annotated.txt,3239-num-1,3239-num-2,4.6
input-data/sick_annotated.txt,3240-num-1,3240-num-2,3.2
input-data/sick_annotated.txt,3241-num-1,3241-num-2,4.3
input-data/sick_annotated.txt,3242-num-1,3242-num-2,3.3
input-data/sick_annotated.txt,3243-num-1,3243-num-2,3.9
input-data/sick_annotated.txt,3244-num-1,3244-num-2,1.7
input-data/sick_annotated.txt,3245-num-1,3245-num-2,4.3
input-data/sick_annotated.txt,3246-num-1,3246-num-2,3.5
input-data/sick_annotated.txt,3247-num-1,3247-num-2,4.4
input-data/sick_annotated.txt,3248-num-1,3248-num-2,4.9
input-data/sick_annotated.txt,3249-num-1,3249-num-2,3.4
input-data/sick_annotated.txt,3250-num-1,3250-num-2,4.9
input-data/sick_annotated.txt,3251-num-1,3251-num-2,4
input-data/sick_annotated.txt,3252-num-1,3252-num-2,4.2
input-data/sick_annotated.txt,3253-num-1,3253-num-2,3.9
input-data/sick_annotated.txt,3254-num-1,3254-num-2,4.1
input-data/sick_annotated.txt,3255-num-1,3255-num-2,3.5
input-data/sick_annotated.txt,3256-num-1,3256-num-2,4.2
input-data/sick_annotated.txt,3257-num-1,3257-num-2,5
input-data/sick_annotated.txt,3260-num-1,3260-num-2,3.2
input-data/sick_annotated.txt,3261-num-1,3261-num-2,5
input-data/sick_annotated.txt,3263-num-1,3263-num-2,5
input-data/sick_annotated.txt,3264-num-1,3264-num-2,3.7
input-data/sick_annotated.txt,3266-num-1,3266-num-2,4.5
input-data/sick_annotated.txt,3267-num-1,3267-num-2,3.2
input-data/sick_annotated.txt,3268-num-1,3268-num-2,4.8
input-data/sick_annotated.txt,3269-num-1,3269-num-2,3.2
input-data/sick_annotated.txt,3270-num-1,3270-num-2,3.8
input-data/sick_annotated.txt,3271-num-1,3271-num-2,3.1
input-data/sick_annotated.txt,3272-num-1,3272-num-2,4.2
input-data/sick_annotated.txt,3273-num-1,3273-num-2,3.8
input-data/sick_annotated.txt,3274-num-1,3274-num-2,3.9
input-data/sick_annotated.txt,3275-num-1,3275-num-2,4.9
input-data/sick_annotated.txt,3276-num-1,3276-num-2,3.7
input-data/sick_annotated.txt,3277-num-1,3277-num-2,5
input-data/sick_annotated.txt,3278-num-1,3278-num-2,3.8
input-data/sick_annotated.txt,3279-num-1,3279-num-2,3
input-data/sick_annotated.txt,3280-num-1,3280-num-2,4.4
input-data/sick_annotated.txt,3281-num-1,3281-num-2,3.6
input-data/sick_annotated.txt,3282-num-1,3282-num-2,3.1
input-data/sick_annotated.txt,3283-num-1,3283-num-2,4.5
input-data/sick_annotated.txt,3284-num-1,3284-num-2,3.6
input-data/sick_annotated.txt,3285-num-1,3285-num-2,4
input-data/sick_annotated.txt,3286-num-1,3286-num-2,4.3
input-data/sick_annotated.txt,3287-num-1,3287-num-2,3.7
input-data/sick_annotated.txt,3288-num-1,3288-num-2,5
input-data/sick_annotated.txt,3289-num-1,3289-num-2,3.465
input-data/sick_annotated.txt,3290-num-1,3290-num-2,1.9
input-data/sick_annotated.txt,3291-num-1,3291-num-2,1.7
input-data/sick_annotated.txt,3292-num-1,3292-num-2,2.1
input-data/sick_annotated.txt,3293-num-1,3293-num-2,1.6
input-data/sick_annotated.txt,3294-num-1,3294-num-2,2
input-data/sick_annotated.txt,3295-num-1,3295-num-2,5
input-data/sick_annotated.txt,3296-num-1,3296-num-2,3.4
input-data/sick_annotated.txt,3297-num-1,3297-num-2,4.6
input-data/sick_annotated.txt,3298-num-1,3298-num-2,4.5
input-data/sick_annotated.txt,3299-num-1,3299-num-2,2.8
input-data/sick_annotated.txt,3300-num-1,3300-num-2,3.8
input-data/sick_annotated.txt,3301-num-1,3301-num-2,3
input-data/sick_annotated.txt,3302-num-1,3302-num-2,4.2
input-data/sick_annotated.txt,3303-num-1,3303-num-2,3.2
input-data/sick_annotated.txt,3304-num-1,3304-num-2,4
input-data/sick_annotated.txt,3305-num-1,3305-num-2,4.4
input-data/sick_annotated.txt,3306-num-1,3306-num-2,4.4
input-data/sick_annotated.txt,3307-num-1,3307-num-2,2.9
input-data/sick_annotated.txt,3308-num-1,3308-num-2,4.9
input-data/sick_annotated.txt,3309-num-1,3309-num-2,3.8
input-data/sick_annotated.txt,3310-num-1,3310-num-2,4.5
input-data/sick_annotated.txt,3311-num-1,3311-num-2,2.7
input-data/sick_annotated.txt,3312-num-1,3312-num-2,3.9
input-data/sick_annotated.txt,3313-num-1,3313-num-2,2.3
input-data/sick_annotated.txt,3314-num-1,3314-num-2,3.9
input-data/sick_annotated.txt,3315-num-1,3315-num-2,4.8
input-data/sick_annotated.txt,3316-num-1,3316-num-2,3.4
input-data/sick_annotated.txt,3317-num-1,3317-num-2,4.7
input-data/sick_annotated.txt,3318-num-1,3318-num-2,3.7
input-data/sick_annotated.txt,3319-num-1,3319-num-2,2.9
input-data/sick_annotated.txt,3320-num-1,3320-num-2,4.735
input-data/sick_annotated.txt,3321-num-1,3321-num-2,4
input-data/sick_annotated.txt,3322-num-1,3322-num-2,3.2
input-data/sick_annotated.txt,3323-num-1,3323-num-2,4.4
input-data/sick_annotated.txt,3324-num-1,3324-num-2,3.7
input-data/sick_annotated.txt,3325-num-1,3325-num-2,4.7
input-data/sick_annotated.txt,3326-num-1,3326-num-2,4.9
input-data/sick_annotated.txt,3327-num-1,3327-num-2,3.1
input-data/sick_annotated.txt,3328-num-1,3328-num-2,4.9
input-data/sick_annotated.txt,3329-num-1,3329-num-2,3.8
input-data/sick_annotated.txt,3330-num-1,3330-num-2,2.4
input-data/sick_annotated.txt,3331-num-1,3331-num-2,2.9
input-data/sick_annotated.txt,3332-num-1,3332-num-2,1.8
input-data/sick_annotated.txt,3333-num-1,3333-num-2,1.2
input-data/sick_annotated.txt,3334-num-1,3334-num-2,1.9
input-data/sick_annotated.txt,3335-num-1,3335-num-2,4.5
input-data/sick_annotated.txt,3336-num-1,3336-num-2,3.8
input-data/sick_annotated.txt,3337-num-1,3337-num-2,4.7
input-data/sick_annotated.txt,3338-num-1,3338-num-2,3.4
input-data/sick_annotated.txt,3339-num-1,3339-num-2,3.6
input-data/sick_annotated.txt,3340-num-1,3340-num-2,3.2
input-data/sick_annotated.txt,3341-num-1,3341-num-2,3.1
input-data/sick_annotated.txt,3342-num-1,3342-num-2,2.7
input-data/sick_annotated.txt,3343-num-1,3343-num-2,2.6
input-data/sick_annotated.txt,3344-num-1,3344-num-2,4
input-data/sick_annotated.txt,3345-num-1,3345-num-2,3
input-data/sick_annotated.txt,3346-num-1,3346-num-2,3.7
input-data/sick_annotated.txt,3347-num-1,3347-num-2,4
input-data/sick_annotated.txt,3348-num-1,3348-num-2,4.9
input-data/sick_annotated.txt,3349-num-1,3349-num-2,3.315
input-data/sick_annotated.txt,3350-num-1,3350-num-2,4.4
input-data/sick_annotated.txt,3351-num-1,3351-num-2,2.9
input-data/sick_annotated.txt,3352-num-1,3352-num-2,3
input-data/sick_annotated.txt,3353-num-1,3353-num-2,2.7
input-data/sick_annotated.txt,3354-num-1,3354-num-2,4.4
input-data/sick_annotated.txt,3355-num-1,3355-num-2,4.6
input-data/sick_annotated.txt,3359-num-1,3359-num-2,5
input-data/sick_annotated.txt,3360-num-1,3360-num-2,4
input-data/sick_annotated.txt,3364-num-1,3364-num-2,4.9
input-data/sick_annotated.txt,3365-num-1,3365-num-2,3.5
input-data/sick_annotated.txt,3366-num-1,3366-num-2,4.5
input-data/sick_annotated.txt,3367-num-1,3367-num-2,3.4
input-data/sick_annotated.txt,3368-num-1,3368-num-2,3.4
input-data/sick_annotated.txt,3369-num-1,3369-num-2,2
input-data/sick_annotated.txt,3370-num-1,3370-num-2,3.9
input-data/sick_annotated.txt,3371-num-1,3371-num-2,2.6
input-data/sick_annotated.txt,3372-num-1,3372-num-2,4.2
input-data/sick_annotated.txt,3373-num-1,3373-num-2,4.1
input-data/sick_annotated.txt,3374-num-1,3374-num-2,3.4
input-data/sick_annotated.txt,3375-num-1,3375-num-2,3.815
input-data/sick_annotated.txt,3376-num-1,3376-num-2,4.385
input-data/sick_annotated.txt,3377-num-1,3377-num-2,3.9
input-data/sick_annotated.txt,3378-num-1,3378-num-2,1.4
input-data/sick_annotated.txt,3379-num-1,3379-num-2,1.4
input-data/sick_annotated.txt,3380-num-1,3380-num-2,1.4
input-data/sick_annotated.txt,3381-num-1,3381-num-2,1.7
input-data/sick_annotated.txt,3382-num-1,3382-num-2,1.6
input-data/sick_annotated.txt,3383-num-1,3383-num-2,1.4
input-data/sick_annotated.txt,3384-num-1,3384-num-2,4.8
input-data/sick_annotated.txt,3385-num-1,3385-num-2,3.9
input-data/sick_annotated.txt,3386-num-1,3386-num-2,4.6
input-data/sick_annotated.txt,3387-num-1,3387-num-2,3.5
input-data/sick_annotated.txt,3388-num-1,3388-num-2,4.6
input-data/sick_annotated.txt,3389-num-1,3389-num-2,2.6
input-data/sick_annotated.txt,3390-num-1,3390-num-2,4.9
input-data/sick_annotated.txt,3391-num-1,3391-num-2,4.3
input-data/sick_annotated.txt,3392-num-1,3392-num-2,4.9
input-data/sick_annotated.txt,3393-num-1,3393-num-2,4.8
input-data/sick_annotated.txt,3394-num-1,3394-num-2,3.2
input-data/sick_annotated.txt,3395-num-1,3395-num-2,4.9
input-data/sick_annotated.txt,3396-num-1,3396-num-2,3.9
input-data/sick_annotated.txt,3397-num-1,3397-num-2,3.9
input-data/sick_annotated.txt,3398-num-1,3398-num-2,3.2
input-data/sick_annotated.txt,3399-num-1,3399-num-2,4.2
input-data/sick_annotated.txt,3400-num-1,3400-num-2,4.1
input-data/sick_annotated.txt,3401-num-1,3401-num-2,3.9
input-data/sick_annotated.txt,3402-num-1,3402-num-2,4.7
input-data/sick_annotated.txt,3403-num-1,3403-num-2,3.8
input-data/sick_annotated.txt,3404-num-1,3404-num-2,5
input-data/sick_annotated.txt,3405-num-1,3405-num-2,3.1
input-data/sick_annotated.txt,3406-num-1,3406-num-2,4.4
input-data/sick_annotated.txt,3407-num-1,3407-num-2,3.6
input-data/sick_annotated.txt,3408-num-1,3408-num-2,4.6
input-data/sick_annotated.txt,3409-num-1,3409-num-2,4.1
input-data/sick_annotated.txt,3410-num-1,3410-num-2,4.7
input-data/sick_annotated.txt,3411-num-1,3411-num-2,4.9
input-data/sick_annotated.txt,3412-num-1,3412-num-2,4
input-data/sick_annotated.txt,3413-num-1,3413-num-2,2.6
input-data/sick_annotated.txt,3414-num-1,3414-num-2,4.6
input-data/sick_annotated.txt,3415-num-1,3415-num-2,2.7
input-data/sick_annotated.txt,3416-num-1,3416-num-2,1.4
input-data/sick_annotated.txt,3417-num-1,3417-num-2,2.5
input-data/sick_annotated.txt,3418-num-1,3418-num-2,2.1
input-data/sick_annotated.txt,3419-num-1,3419-num-2,2.4
input-data/sick_annotated.txt,3420-num-1,3420-num-2,1.9
input-data/sick_annotated.txt,3421-num-1,3421-num-2,3.4
input-data/sick_annotated.txt,3422-num-1,3422-num-2,5
input-data/sick_annotated.txt,3424-num-1,3424-num-2,2.2
input-data/sick_annotated.txt,3426-num-1,3426-num-2,3.6
input-data/sick_annotated.txt,3427-num-1,3427-num-2,2.7
input-data/sick_annotated.txt,3428-num-1,3428-num-2,2.8
input-data/sick_annotated.txt,3429-num-1,3429-num-2,3.1
input-data/sick_annotated.txt,3430-num-1,3430-num-2,3.2
input-data/sick_annotated.txt,3431-num-1,3431-num-2,1.5
input-data/sick_annotated.txt,3432-num-1,3432-num-2,3.8
input-data/sick_annotated.txt,3433-num-1,3433-num-2,5
input-data/sick_annotated.txt,3434-num-1,3434-num-2,3.4
input-data/sick_annotated.txt,3435-num-1,3435-num-2,4.1
input-data/sick_annotated.txt,3436-num-1,3436-num-2,3.6
input-data/sick_annotated.txt,3437-num-1,3437-num-2,4.9
input-data/sick_annotated.txt,3438-num-1,3438-num-2,3.9
input-data/sick_annotated.txt,3439-num-1,3439-num-2,4.2
input-data/sick_annotated.txt,3440-num-1,3440-num-2,3.9
input-data/sick_annotated.txt,3441-num-1,3441-num-2,4.8
input-data/sick_annotated.txt,3442-num-1,3442-num-2,4.1
input-data/sick_annotated.txt,3443-num-1,3443-num-2,4.1
input-data/sick_annotated.txt,3444-num-1,3444-num-2,5
input-data/sick_annotated.txt,3445-num-1,3445-num-2,3.2
input-data/sick_annotated.txt,3446-num-1,3446-num-2,3.3
input-data/sick_annotated.txt,3447-num-1,3447-num-2,3.7
input-data/sick_annotated.txt,3448-num-1,3448-num-2,4
input-data/sick_annotated.txt,3449-num-1,3449-num-2,4.4
input-data/sick_annotated.txt,3450-num-1,3450-num-2,3.6
input-data/sick_annotated.txt,3451-num-1,3451-num-2,4.9
input-data/sick_annotated.txt,3452-num-1,3452-num-2,3.3
input-data/sick_annotated.txt,3453-num-1,3453-num-2,4.9
input-data/sick_annotated.txt,3454-num-1,3454-num-2,3.9
input-data/sick_annotated.txt,3455-num-1,3455-num-2,4
input-data/sick_annotated.txt,3456-num-1,3456-num-2,3.7
input-data/sick_annotated.txt,3457-num-1,3457-num-2,3.7
input-data/sick_annotated.txt,3458-num-1,3458-num-2,3.1
input-data/sick_annotated.txt,3459-num-1,3459-num-2,4.4
