concept,prompt
sentence2phrase.test-travel-303-2,bemos transportant les touristes sur une route sinueuse et escarpée
sentence2phrase.test-travel-304-1,Il y en a vingt et un dans la salle 14 et neuf dans la salle 15  représentant les énigmatiques Minoens au travail et dans leurs loisirs  ainsi que leurs principales influences : le taureau  d'autres animaux et l'environnement marin.
sentence2phrase.test-travel-304-2,ses intérieurs colorés
sentence2phrase.test-travel-305-1,Avec peu de terres arides sur lesquelles construire  il est difficile de comprendre exactement pourquoi un petit groupe de colons a choisi cet endroit peu prometteur.
sentence2phrase.test-travel-305-2,un endroit difficile pour fonder une ville
sentence2phrase.test-travel-306-1,Bien que le lit de la rivière soit ici presque perpétuellement à sec  la ville a la chance d'avoir une nappe phréatique élevée.
sentence2phrase.test-travel-306-2,un lit de rivière constamment stérile avec une nappe phréatique élevée
sentence2phrase.test-travel-307-1,Un autre endroit animé est la place Xinhua  où la moitié de la ville semble faire de l'exercice et jouer avant le travail  revenant chaque soir pour goûter aux kebabs et autres plats musulmans proposés par des dizaines de stands de nourriture.
sentence2phrase.test-travel-307-2,Des spécialités musulmanes comme les kebabs
sentence2phrase.test-travel-308-1,Même si la Réforme et le luthérisme ont eu un impact sur la Pologne  le pays a largement évité les guerres de religion dévastatrices qui ont fait rage ailleurs en Europe.
sentence2phrase.test-travel-308-2,La Pologne évite les conflits religieux liés à la Réforme et aux mouvements ultérieurs
sentence2phrase.test-travel-309-1,Boadas (c/ dels Taller  1) est un bar à cocktails qui ressemble à un décor de cinéma pour un tournage de La Havane des années 40.
sentence2phrase.test-travel-309-2,un bar à cocktails au style cubain des années 40
sentence2phrase.test-travel-310-1,Depuis que la démocratie grecque a été rétablie en 1975  après la dictature militaire  c'est comme si la population aimait encore plus son pays.
sentence2phrase.test-travel-310-2,la restauration de la démocratie grecque dans les années 70
sentence2phrase.test-travel-311-1,Il y a des vues magnifiques d'ici (si le temps le permet - ce qui n'est pas le cas la plupart du temps)  y compris le Roque de los Muchachos et le monolithique Roque Idafe  qui aurait été l'autel sacré des premiers indigènes Guanches de l'île.
sentence2phrase.test-travel-311-2,le premier autel Guanche de l'île
sentence2phrase.test-travel-312-1,Il se divise soigneusement en cinq domaines clés.
sentence2phrase.test-travel-312-2,chaque zone contenant une flore et une faune différentes
sentence2phrase.test-travel-313-1,La ville offre certains des vestiges archéologiques les plus fascinants et les plus séduisants au monde  mais ceux qui la visitent au 21e siècle découvrent que la ville moderne travaille dur pour être à la hauteur du passé.
sentence2phrase.test-travel-313-2,difficulté à être à la hauteur de l'importance historique importante d'une ville
sentence2phrase.test-travel-314-1,Actuellement  il est ouvert uniquement aux invités du Four Seasons ou aux membres d’autres clubs de golf munis d’une lettre d’introduction.
sentence2phrase.test-travel-314-2,un magnifique 7ème green avec un piège à sable tout aussi mortel
sentence2phrase.test-travel-315-1,Enfin  en 1908  le roi Carlos et son fils aîné  Luís Filipe  furent assassinés alors qu'ils traversaient en calèche découverte la Praça do Comércio (voir page 31) à Lisbonne.
sentence2phrase.test-travel-315-2,l'assassinat de Lisbonne 1908
sentence2phrase.test-travel-316-1,Chaque village en organise un à un moment donné au cours de l’année  vous aurez donc certainement l’occasion d’y participer.
sentence2phrase.test-travel-316-2,fêtes de village
sentence2phrase.test-travel-317-1,Cette partie de Cancún possède la mer la plus calme pour la baignade et la plongée en apnée  située à l'abri d'Isla Mujeres  juste au large.
sentence2phrase.test-travel-317-2,poissons tropicaux colorés dans les récifs voisins
sentence2phrase.test-travel-318-1,Il abrite également la gamme d'animaux la plus éclectique  notamment des gorilles  des chimpanzés  des tigres  des jaguars  des alligators  des lions de mer  des dauphins et de nombreuses autres créatures  exposés dans des espaces conçus avec soin et créativité.
sentence2phrase.test-travel-318-2,un zoo avec un assortiment amusant d'animaux sauvages
sentence2phrase.test-travel-319-1,Caractéristique des plus belles œuvres de l’architecte de Vancouver  le bâtiment est conçu horizontalement  avec seulement sept étages de haut  mais reste toujours l’élément dominant parmi les gratte-ciel qui le surplombent.
sentence2phrase.test-travel-319-2,un immeuble imposant de sept étages  même en présence des gratte-ciel environnants de Vancouver
sentence2phrase.test-travel-320-1,Superbe plage  lagon de baignade  plongée en apnée en toute sécurité  animaux  équitation  tortues  rivière souterraine  danses mayas  que demander de plus ?.
sentence2phrase.test-travel-320-2,le flanc Est du site de l'Agora
sentence2phrase.test-travel-321-1,Dirigez-vous vers le port et la grande Plaza del Ayuntamiento en front de mer.
sentence2phrase.test-travel-321-2,moins bâti et frénétique que Torremolinos
sentence2phrase.test-travel-322-1,De vieilles façades sobres cachent des cours pittoresques et il y a une demi-douzaine de places  chacune abritant une vieille église en ruine et toujours en activité.
sentence2phrase.test-travel-322-2,vieilles églises sur une demi-douzaine de places dans toute la ville
sentence2phrase.test-travel-323-1,Tout cela est très difficile  avec des fairways étroits  des greens surélevés  des seconds coups aveugles et des vents contraires sur des promontoires abrupts.
sentence2phrase.test-travel-323-2,un parc de 12 300 acres (4 998 hectares)
sentence2phrase.test-travel-324-1,Au parc culturel ethnique chinois (Beichan Lu  sur le quatrième périphérique)  des représentants costumés des 55 minorités chinoises vivent dans des villages modèles et organisent des spectacles culturels.
sentence2phrase.test-travel-324-2,ambassadeurs des cinquante-cinq minorités de Chine  vêtus de costumes traditionnels
sentence2phrase.test-travel-325-1,Les hôtels ici vous offrent des équipements de cuisine pour tous les poissons que vous – ou un voisin généreux – pourriez attraper.
sentence2phrase.test-travel-325-2,pêche en haute mer
sentence2phrase.test-travel-326-1,Du côté est de la Plaza San José se trouvent deux bâtiments importants.
sentence2phrase.test-travel-326-2,les plans d'étage (en couleurs)
sentence2phrase.test-travel-327-1,L'église protestante de Sanyi  construite par les Britanniques en 1904  est également active.
sentence2phrase.test-travel-327-2,une église protestante active
sentence2phrase.test-travel-328-1,Il n’y a aucune ligne droite nulle part dans le bâtiment – ​​les courbes graduées créent simplement l’illusion de la verticale et de l’horizontale.
sentence2phrase.test-travel-328-2,stabilité structurelle maintenue grâce à des tiges de tension cachées
sentence2phrase.test-travel-329-1,C’est aussi le plus jeune fort de l’île  construit au XVIIIe siècle pour boucher une brèche dans les défenses est de la ville.
sentence2phrase.test-travel-329-2,forces de défense insulaires
sentence2phrase.test-travel-330-1,Les nationalistes reprennent la ville après la capitulation japonaise en 1945.
sentence2phrase.test-travel-330-2,dépourvu de vie marine
sentence2phrase.test-travel-331-1,Nourrir les requins et les tortues est très amusant  et comme le trou est rond et petit  les enfants peuvent se rapprocher de l'action.
sentence2phrase.test-travel-331-2,enfants dans la zone d'observation de l'aquarium
sentence2phrase.test-travel-332-1,Chaque quartier de la vieille ville — Barri Gòtic  La Ribera  Las Ramblas — et le quartier de l'Eixample peuvent être parcourus lors d'une visite à pied.
sentence2phrase.test-travel-332-2,une visite à pied des quartiers du vieux quartier
sentence2phrase.test-travel-333-1,La brochure en anglais est très utile  donnant des informations générales sur la géologie et la géomorphologie  la flore et la faune  des conseils utiles sur le camping ainsi qu'un diagramme en couleurs très utile des possibilités de randonnée.
sentence2phrase.test-travel-333-2,des sentiers de randonnée qui s'étendent sur des kilomètres dans la nature
sentence2phrase.test-travel-334-1,Sa teneur en alcool de 18 pour cent peut vous surprendre.
sentence2phrase.test-travel-334-2,surprenant 36 preuves
sentence2phrase.test-travel-335-1,Fondée en 1692  elle porte le nom d'un parent de Juan Ponce de León  et non du célèbre explorateur lui-même.
sentence2phrase.test-travel-335-2,la fondation de la ville en 1692
sentence2phrase.test-travel-336-1,Il suffit de chercher les immenses navires de croisière qui éclipsent les bâtiments environnants.
sentence2phrase.test-travel-336-2,navires de croisière massifs
sentence2phrase.test-travel-337-1,De petits trains motorisés transportent les visiteurs vers les usines de distillation et d'embouteillage.
sentence2phrase.test-travel-337-2,visiter la distillerie et les installations d'embouteillage
sentence2phrase.test-travel-338-1,Ils ont construit une nouvelle section du mur s’étendant sur 630 km (390 miles) juste au nord de Pékin comme tampon massif et système d’alerte précoce contre les envahisseurs venant du nord.
sentence2phrase.test-travel-338-2,les invasions mongoles au XIIIe siècle
sentence2phrase.test-travel-339-1,Au XVIIe siècle  les Jésuites  dirigés par Matteo Ricci  ont eu une profonde influence non pas tant sur la religion chinoise (ils ont fait peu de convertis parmi les Pékinois) que sur la science  les mathématiques  l’astronomie  l’art  la médecine et d’autres formes de connaissances qui n’avaient jamais été imprégnées d’idées occidentales en Chine.
sentence2phrase.test-travel-339-2,le golf le plus au sud
sentence2phrase.test-travel-340-1,La Bildergalerie royale (galerie d'images) a été conçue pour abriter la vaste collection de peintures de Frédéric le Grand réalisées par des maîtres tels que le Caravage et Rubens.
sentence2phrase.test-travel-340-2,le pillage d'œuvres précieuses par les troupes allemandes
sentence2phrase.test-travel-341-1,On se souvient de l'événement sous le nom d'El Grito de Lares (le cri de Lares).
sentence2phrase.test-travel-341-2,la première grande révolte
sentence2phrase.test-travel-342-1,L’une des meilleures façons d’explorer l’arrière-pays  notamment dans les parcs nationaux et provinciaux  est de louer une maison mobile ou un camping-car confortablement équipé.
sentence2phrase.test-travel-342-2,la station-service la plus proche à une centaine de kilomètres
sentence2phrase.test-travel-343-1,Vous pouvez également voir des artisans travailler sur le tour de potier  produisant des articles en cuir (comme des selles et des brides décorées) et des meubles.
sentence2phrase.test-travel-343-2,pots en argile disponibles dans la boutique de cadeaux voisine
sentence2phrase.test-travel-344-1,Arrêtez-vous à Twin Peaks (la route pour y arriver commence près de l'extrémité sud de Market Street) pour une excellente vue panoramique sur la ville et la baie  puis garez la voiture  enfilez une paire de chaussures de marche confortables et empruntez le système de transports en commun de première classe de la ville (voir page 120).
sentence2phrase.test-travel-344-2,un panorama époustouflant sur la ville et la baie depuis Twin Peaks
sentence2phrase.test-travel-345-1,Au bout de cette rue s'élève un grand vitrail d'église sans verre.
sentence2phrase.test-travel-345-2,parallèles du design gothique
sentence2phrase.test-travel-346-1,Le long de la Rua Machado dos Santos se trouve la belle Igreja de Nossa Senhora da Conceição  située au sommet d'une petite colline et de marches inclinées.
sentence2phrase.test-travel-346-2,l'église de Nossa Senhora da Conceição
sentence2phrase.test-travel-347-1,De nombreux visiteurs  en particulier ceux qui n'ont que quelques heures à perdre  ne vont pas plus loin que les magasins de Nassau : faire les meilleures affaires peut être épuisant.
sentence2phrase.test-travel-347-2,incorporant des styles d’art populaire hongrois
sentence2phrase.test-travel-348-1,L'Englischer Garten (à côté de l'Altonaer Straße)  financé par des dons britanniques  a été aménagé par la Shropshire Horticultural Society et fait partie du terrain du Schloß Bellevue.
sentence2phrase.test-travel-348-2,un jardin financé par les Britanniques à l'intérieur du Schloß Bellevue
sentence2phrase.test-newswire-349-1,Le roi pourrait être élu pour une durée déterminée parmi les députés finlandais les plus méritants !
sentence2phrase.test-newswire-349-2,élire un roi finlandais parmi les députés européens
sentence2phrase.test-newswire-350-1,Ceux d’entre nous qui défendent les valeurs européennes dans un pays eurosceptique bénéficient désormais d’arguments supplémentaires en faveur de l’UE  à savoir une protection plus efficace de la vie privée  ce qui est important pour les citoyens d’une société moderne.
sentence2phrase.test-newswire-350-2,l'environnement urbain
sentence2phrase.test-newswire-351-1,Le retard dans la publication des conclusions écrites - qui ne sont toujours pas officiellement disponibles  quatre jours plus tard - illustre bien la difficulté de rédiger clairement des décisions prises dans la confusion.
sentence2phrase.test-newswire-351-2,quelques explications de votes
sentence2phrase.test-newswire-352-1,Du point de vue de la commission juridique et du marché intérieur  ce que je voudrais souligner  c'est qu'en réalité  nous ne pouvons traiter de manière égale que ce qui est égal.
sentence2phrase.test-newswire-352-2,différences dans les modifications proposées
sentence2phrase.test-newswire-353-1,Le lieutenant Scotty Smither  pompier du comté  a été frappé par la foudre.
sentence2phrase.test-newswire-353-2,décharge électrostatique
sentence2phrase.test-newswire-354-1,Nous avons constaté que lorsque des plaintes arrivaient  ils les passaient par scanner et les envoyaient ensuite à l'étranger.
sentence2phrase.test-newswire-354-2,centre d'appels offshore
sentence2phrase.test-newswire-355-1,Les produits de stockage  de mise en réseau et sans fil seront présents au salon.
sentence2phrase.test-newswire-355-2,salon des produits technologiques
sentence2phrase.test-newswire-356-1,Microsoft a présenté plusieurs options lors de la réunion  a indiqué le consortium dans le communiqué.
sentence2phrase.test-newswire-356-2,succès croissant d'Apple Inc
sentence2phrase.test-newswire-357-1,La CIA a déclaré lundi que les analystes de la voix et du son avaient conclu que Saddam était probablement l'orateur de l'enregistrement.
sentence2phrase.test-newswire-357-2,cassettes audio du président de l'Irak  Saddam
sentence2phrase.test-newswire-358-1,Il faut souligner que les minorités linguistiques  plutôt que de se laisser submerger par la mondialisation provoquée par Internet  ont découvert que celle-ci leur ouvrait de nouveaux horizons culturels et économiques.
sentence2phrase.test-newswire-358-2,une chute spectaculaire de la rapidité avec laquelle les projets ont été approuvés et les paiements effectués
sentence2phrase.test-newswire-359-1,Ce n'est pas très grave alors que l'expiration du Traité se profile à l'horizon  mais il serait inquiétant que le cadre juridique post-CECA maintienne la possibilité de prolonger de telles pratiques.
sentence2phrase.test-newswire-359-2,deux amendements proposés
sentence2phrase.test-newswire-360-1,Bien que la proposition visant à modifier la directive actuelle sur l'inspection des navires et le rapport Watts soient loin de répondre aux exigences réelles  ils constituent un pas dans la bonne direction et les députés européens du Parti communiste grec ont donc voté en faveur du rapport.
sentence2phrase.test-newswire-360-2,un vote au parlement grec
sentence2phrase.test-newswire-361-1,L'amendement 4 et une partie de l'amendement 18 relatif au point "K" ne sont pas acceptables.
sentence2phrase.test-newswire-361-2,amendements inacceptables
sentence2phrase.test-newswire-362-1,Son plan coûterait plus de 200 milliards de dollars par an  que Gephardt financerait en abrogeant les réductions d'impôts de Bush.
sentence2phrase.test-newswire-362-2,Un plan annuel de 200 milliards de dollars financé par les impôts
sentence2phrase.test-newswire-363-1,Un tiers des trains à grande vitesse circuleront en France  estime la Société Nationale des Chemins de Fer.
sentence2phrase.test-newswire-363-2,un tiers de la capacité opérationnelle des trains à grande vitesse français
sentence2phrase.test-newswire-364-1,Sa tâche principale est de fournir des conseils scientifiques  car le débat sur la sécurité alimentaire doit également être pur.
sentence2phrase.test-newswire-364-2,arguments infondés contre le législateur
sentence2phrase.test-newswire-365-1,Mais le règlement reporte également tout paiement aux investisseurs  potentiellement pendant des années  jusqu'à ce que les poursuites en valeurs mobilières contre les sociétés de courtage soient résolues.
sentence2phrase.test-newswire-365-2,brevet sur des livres d'apprentissage interactifs pour les tout-petits et les enfants d'âge préscolaire
sentence2phrase.test-newswire-366-1,Ce n'est jamais amusant d'être n°4  surtout si vous avez déjà été n°1"  a déclaré Williams.
sentence2phrase.test-newswire-366-2,collègues de télévision
sentence2phrase.test-newswire-367-1,L'ELF a revendiqué la responsabilité d'une série d'incendies criminels contre des entités commerciales qui  selon ses membres  menacent ou endommagent l'environnement.
sentence2phrase.test-newswire-367-2,des voitures brûlées lors d'incendies criminels
sentence2phrase.test-newswire-368-1,On peut donc déplorer que la proposition de la Commission n'ait pas repris l'idée de la création d'un organisme de surveillance européen sur le modèle des garde-côtes américains.
sentence2phrase.test-newswire-368-2,Les garde-côtes américains comme modèle pour les programmes de surveillance
sentence2phrase.test-newswire-369-1,(La séance  suspendue à 18h55  est reprise à 21 heures).
sentence2phrase.test-newswire-369-2,la suspension et la reprise de la séance
sentence2phrase.test-newswire-370-1,Monsieur le Président  en l'absence d'autres résultats  les maquignons de Nice ont au moins montré clairement les intentions des principaux acteurs de l'Union européenne.
sentence2phrase.test-newswire-370-2,la marge de croissance qui leur est offerte
sentence2phrase.test-newswire-371-1,Cela serait contraire au respect de l'identité nationale (article 6  paragraphe 3  du traité sur l'Union européenne).
sentence2phrase.test-newswire-371-2,sécurité et justice
sentence2phrase.test-newswire-372-1,Une nouvelle chanson du groupe de rock britannique The Rolling Stones intitulée « Sweet Neo Con » suscite une controverse à cause de ses paroles  très critiques à l'égard de l'administration Bush.
sentence2phrase.test-newswire-372-2,effort pour localiser les produits
sentence2phrase.test-newswire-373-1,Le nouvel accord financier ne sert à rien et je constate que la méfiance à l’égard des politiciens européens augmente.
sentence2phrase.test-newswire-373-2,une décision étonnante
sentence2phrase.test-newswire-374-1,Les scientifiques ont signalé un déclin de 90 pour cent des grands poissons prédateurs dans les océans du monde depuis un demi-siècle  une évaluation désastreuse qui a immédiatement suscité le scepticisme des pêcheurs commerciaux.
sentence2phrase.test-newswire-374-2,scepticisme des pêcheurs face au rapport scientifique sur les statistiques sur les poissons
sentence2phrase.test-newswire-375-1,C’était l’une des rares fois de ma vie où j’avais le sentiment que nous étions véritablement traités comme des Américains.
sentence2phrase.test-newswire-375-2,la façon dont les gens traitent les Américains
sentence2phrase.test-newswire-376-1,Objet : Taxe sur les transactions financières Les revendications se sont multipliées ces derniers mois en faveur d'une taxe sur la spéculation financière  avec la multiplication des commissions ATTAC (association pour une taxe sur les transactions financières et l'aide aux citoyens) en France et en Europe  ainsi que les amendements déposés à l'Assemblée nationale et au Sénat français.
sentence2phrase.test-newswire-376-2,propositions de taxes sur les transactions financières spéculatives dans les pays européens
sentence2phrase.test-newswire-377-1,Bush a déclaré dans un communiqué qu'il avait ordonné au département du Trésor américain d'agir à la suite de l'attentat suicide de mardi à Jérusalem  qui a tué 20 personnes.
sentence2phrase.test-newswire-377-2,dernière attaque dans le quartier multiculturel
sentence2phrase.test-newswire-378-1,Peck est décédé paisiblement à son domicile de Los Angeles tôt jeudi avec à ses côtés son épouse depuis 48 ans  Véronique.
sentence2phrase.test-newswire-378-2,mort paisible à côté de sa femme
sentence2phrase.test-newswire-379-1,Nous devons donc réfléchir à la manière de résoudre ce problème.
sentence2phrase.test-newswire-379-2,s'inquiéter des problèmes
sentence2phrase.test-newswire-380-1,Sept cadets de l'Académie de l'Air Force risquent d'être punis pour avoir bu avec deux lycéennes lors du dernier incident qui a embarrassé l'académie.
sentence2phrase.test-newswire-380-2,rapports antérieurs faisant état de réjouissances de la part des cadets
sentence2phrase.test-newswire-381-1,Quelles que soient les mesures techniques qui seront adoptées  l'une des raisons majeures de ce manque de sécurité persistera tant que la croissance exponentielle du trafic liée au surdéveloppement des ports de la mer du Nord ne sera pas équilibrée dans les zones de la Manche et de l'Atlantique Nord.
sentence2phrase.test-newswire-381-2,équilibre entre les espaces Manche et Nord Atlantique
sentence2phrase.test-newswire-382-1,Les prévisions variaient entre 16 cents par action et 27 cents par action  selon Thomson First Call.
sentence2phrase.test-newswire-382-2,interfaces utilisateur et éléments d'interface utilisateur
sentence2phrase.test-newswire-383-1,Le conseil enquête pour savoir si le manque de fonds dans le programme de navette a compromis la sécurité.
sentence2phrase.test-newswire-383-2,la sécurité de la navette spatiale compromise en raison d'un financement insuffisant
sentence2phrase.test-newswire-384-1,C’est une découverte époustouflante et qui renouvelle l’espoir du rétablissement de l’espèce.
sentence2phrase.test-newswire-384-2,modes académiques
sentence2phrase.test-newswire-385-1,Monsieur le Commissaire  je peux comprendre que vous ne souhaitiez pas revenir sur votre décision  même si dix États membres s'y opposent.
sentence2phrase.test-newswire-385-2,opposition de 10 Etats membres à la position du commissaire
sentence2phrase.test-newswire-386-1,Il n'existe aucune donnée indiquant que la situation des stations de réparation pose un problème de sécurité.
sentence2phrase.test-newswire-386-2,stockage de données en ligne
sentence2phrase.test-newswire-387-1,J'aime l'Église catholique de tout mon cœur  de tout mon esprit  de toute mon âme et de toute ma force  a-t-il déclaré.
sentence2phrase.test-newswire-387-2,musique en ligne légitime
sentence2phrase.test-newswire-388-1,Le discours d'Osborne a également déclaré que le gouvernement avait l'intention de poursuivre les réformes du système de protection sociale et d'exiger que ceux qui sont au chômage depuis plus de deux ans participent à des stages afin d'obtenir des allocations.
sentence2phrase.test-newswire-388-2,allocations de chômage
sentence2phrase.test-newswire-389-1,Le mécanisme existant de transposition des règles dans le droit communautaire doit être amélioré afin d'accroître la sécurité juridique et de surmonter sa lenteur actuelle.
sentence2phrase.test-newswire-389-2,améliorations nécessaires des processus juridiques pour convertir les règles en droit communautaire afin d'améliorer la rapidité et la certitude des décisions
sentence2phrase.test-newswire-390-1,Rapport (A5-0337/2000) de Mme Sauquillo Pérez del Arco  au nom de la commission du développement et de la coopération  sur l'efficacité des relations entre l'Union européenne et les pays en développement et l'impact de la réforme de la Commission sur ces relations [2000/2051(INI)].
sentence2phrase.test-newswire-390-2,relations entre l'Union européenne  les pays en développement et la Commission
sentence2phrase.test-newswire-391-1,Les actionnaires de Legato recevront 0 9 action d’EMC pour chaque action de Legato qu’ils possèdent.
sentence2phrase.test-newswire-391-2,cours des actions pour les actionnaires Legato
sentence2phrase.test-newswire-392-1,Le nombre total de plaintes contre Sallie Mae pour septembre de cette année est de 2 de moins qu'à la même période l'année dernière.
sentence2phrase.test-newswire-392-2,les plaintes contre Sallie Mae diminuent
sentence2phrase.test-newswire-393-1,Je pense que ce sera une déclaration de plus selon laquelle les personnes qui s'aiment et veulent vivre ensemble devraient pouvoir profiter des bénédictions et des conflits dans la relation conjugale.
sentence2phrase.test-newswire-393-2,couple nouvellement marié en lune de miel
sentence2phrase.test-newswire-394-1,Deux groupes de chercheurs ont identifié indépendamment la protéine responsable de la transmission du paludisme aux moustiques dans des études publiées dimanche dans la revue Nature.
sentence2phrase.test-newswire-394-2,les premières études montrant la protéine par laquelle le paludisme est transmis aux moustiques  publiées dans Nature
sentence2phrase.test-newswire-395-1,Mills a admis hier : « Nous avons commis quelques erreurs avec cet examen et c'est à nous de les identifier et de les corriger.
sentence2phrase.test-newswire-395-2,créer des applications intelligentes  connectées et riches en médias à Longhorn
sentence2phrase.test-newswire-396-1,L'absence de normes communes au sein de l'Union européenne a provoqué des situations de concurrence manifestement déloyale entre les aéroports et un manque d'égalité entre les citoyens des différents États membres.
sentence2phrase.test-newswire-396-2,manque de normes communes entre les États membres de l’UE
sentence2phrase.test-newswire-397-1,Le nouveau gadget serait desservi sur 14 routes reliant Hawaï aux États-Unis continentaux  à l'Asie et au Pacifique Sud.
sentence2phrase.test-newswire-397-2,vols de correspondance vers et depuis Hawaï
sentence2phrase.test-newswire-398-1,Nous souhaitons offrir nos plus sincères remerciements à tous ceux qui ont soutenu Wee W et qui seront impactés par cette annonce.
sentence2phrase.test-newswire-398-2,les raisons financières à l'origine de la fermeture du site
sentence2phrase.test-newswire-399-1,M. Blair et Jack Straw ont réfuté l'affirmation de Mme Short concernant la reconstruction de l'Irak.
sentence2phrase.test-newswire-399-2,le rejet des commentaires de Mme Short sur les efforts de reconstruction irakiens par Messieurs Blair et Straw
sentence2phrase.test-newswire-400-1,Je peux vous assurer que si un armateur envisage d'inscrire un navire sur ces registres  il devrait y réfléchir à deux fois après notre proposition.
sentence2phrase.test-newswire-400-2,offre à un armateur
sentence2phrase.test-newswire-401-1,Monsieur le Président de la Cour des comptes  pour ma part  je me réjouis chaleureusement du fait que vous ayez annoncé votre intention de préparer un rapport spécial  de réaliser un audit spécial sur ce sujet.
sentence2phrase.test-newswire-401-2,Audits IRS et évasion fiscale
sentence2phrase.test-newswire-402-1,Si le Conseil adoptait une position flexible  nous pourrions parvenir à un accord en deuxième lecture afin de clôturer le budget.
sentence2phrase.test-newswire-402-2,la nécessité de faire preuve de flexibilité dans l'accord sur le budget
sentence2phrase.test-newswire-403-1,Proposition de décision du Parlement européen et du Conseil concernant un ensemble d'actions relatives au réseau transeuropéen de collecte  de production et de diffusion de statistiques sur les échanges de biens au sein de la Communauté et entre la Communauté et les pays tiers (Edicom) [COM(2000) 458 - C50401/2000 - 2000/0201(COD)] (Commission des affaires économiques et monétaires).
sentence2phrase.test-newswire-403-2,proposition de décision du Parlement européen et du Conseil concernant les statistiques économiques et les actions proposées
sentence2phrase.test-newswire-404-1,C'est une bonne chose et je voudrais vous remercier très sincèrement  Monsieur Karlsson  ainsi que les membres de la Cour des comptes et ses fonctionnaires  pour avoir soutenu la réforme de la Commission dans votre rapport.
sentence2phrase.test-newswire-404-2,fonctionnaires obstinés du gouvernement
sentence2phrase.test-newswire-405-1,Mais on s'attendait à ce qu'elle soit victime d'un prochain remaniement ministériel.
sentence2phrase.test-newswire-405-2,victime du remaniement ministériel
sentence2phrase.test-newswire-406-1,Ces derniers mois  la maladie a été détectée  entre autres  dans diverses régions de France.
sentence2phrase.test-newswire-406-2,Les maladies européennes envahissent la France
sentence2phrase.test-newswire-407-1,Des rebelles présumés ont également fait sauter un oléoduc dans le nord-est de la Colombie.
sentence2phrase.test-newswire-407-2,marée noire dévastatrice
sentence2phrase.test-newswire-408-1,Les questions que moi-même et d'autres Membres avons posées sont très spécifiquement liées à la situation en Colombie.
sentence2phrase.test-newswire-408-2,questions spécifiques liées à la situation colombienne
sentence2phrase.test-newswire-409-1,Le conducteur  ainsi que le passager  sont descendus alors que six membres de l'équipe transportaient eVe dans les escaliers du University Mall.
sentence2phrase.test-newswire-409-2,enjeux de transport en milieu urbain
sentence2phrase.test-newswire-410-1,La femme de 30 ans n'a eu « aucun contact avec le monde extérieur ».
sentence2phrase.test-newswire-410-2,Recluse de 30 ans
sentence2phrase.test-newswire-411-1,Ailleurs dans le journal  Truman a montré un côté plus familier  coloré et franc dans son mépris pour la vie à la Maison Blanche.
sentence2phrase.test-newswire-411-2,histoire présidentielle
sentence2phrase.test-newswire-412-1,La commission doit définir les détails du plan  mais le client résidentiel moyen payant 840 $ par an réaliserait une économie d'environ 30 $ par an.
sentence2phrase.test-newswire-412-2,le plan de la commission pour faire économiser de l'argent aux résidents
sentence2phrase.test-newswire-413-1,Cela m’amène à ma troisième remarque sur ce qui nous attend actuellement.
sentence2phrase.test-newswire-413-2,argent sale
sentence2phrase.test-newswire-414-1,Je voudrais simplement remercier le rapporteur pour sa contribution constructive et pour sa volonté de prendre en compte les recommandations des autres commissions.
sentence2phrase.test-newswire-414-2,manque de collaboration entre les sénateurs
sentence2phrase.test-newswire-415-1,Dans une déclaration ultérieure  il a déclaré que son équipe semblait avoir été un peu en retard.
sentence2phrase.test-newswire-415-2,ne pas atteindre un objectif souhaité d'un tout petit peu
sentence2phrase.test-newswire-416-1,Les moments forts du tournoi devraient être diffusés sur Foxtel Sports en Australie les 28 et 29 septembre.
sentence2phrase.test-newswire-416-2,Faits saillants du tournoi Foxtel Sports de septembre
sentence2phrase.test-newswire-417-1,L'amendement 18 introduit un contrôle par l'État du port en ce qui concerne la période de repos des gens de mer  mais l'application des dispositions relatives à la durée du travail des gens de mer est déjà entièrement couverte par la directive 99/95 en vigueur.
sentence2phrase.test-newswire-417-2,droits des marins surmenés
sentence2phrase.test-newswire-418-1,Cette randonnée nature familiale serpentait le long de la crête de la montagne  avec des habitants profitant de la forêt  partageant une tasse de thé Billy et leurs connaissances sur l'écologie et l'histoire de la forêt locale.
sentence2phrase.test-newswire-418-2,l’attrait de l’adhésion de Dzur à la légitimité administrative-démocratique
sentence2phrase.test-newswire-419-1,Le nombre d'erreurs survenues est trop important pour qu'une telle garantie puisse être donnée.
sentence2phrase.test-newswire-419-2,promesses faites par le gouvernement
sentence2phrase.test-newswire-420-1,Sept cadets de l'Académie de l'Air Force risquent d'être punis pour avoir prétendument bu avec deux lycéennes.
sentence2phrase.test-newswire-420-2,rencontre avec les cadets
sentence2phrase.test-newswire-421-1,Un amendement de la représentante Ellen Tauscher de Californie visant à créer un comité spécial chargé d'enquêter sur les échecs des services de renseignement irakiens a été rejeté pour des raisons de procédure.
sentence2phrase.test-newswire-421-2,lors d'un affrontement avec la police
sentence2phrase.test-newswire-422-1,Je voudrais maintenant vous demander  pendant que le représentant français du pays qui assure la présidence est ici  si cet abattage de vaches sera financé sur le budget de l'UE ou si vous le financerez sur votre budget national et si  à votre avis  il est effectivement approprié qu'il soit financé sur le budget de l'UE.
sentence2phrase.test-newswire-422-2,budgétisation nationale pour l'abattage des animaux
